Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 10023793, "2023/10/13 18:32:49", 16000218931, LEFT, 2034.00, 18.00, 699.00, 8.85, 74.17
RIGHT, 10025723, "2023/10/13 18:32:51", 16000218931, LEFT, 691.00, 5.00, 206.00, 7.24, 97.00
RIGHT, 10027163, "2023/10/13 18:32:52", 16000218931, LEFT, 288.00, 3.00, 137.00, 10.42, 50.33
RIGHT, 10052190, "2023/10/13 18:33:17", 16000089249, LEFT, 5603.00, 39.00, 1549.00, 6.96, 103.95
RIGHT, 10054237, "2023/10/13 18:33:19", 16000089249, LEFT, 520.00, 5.00, 223.00, 9.62, 59.40
RIGHT, 10095239, "2023/10/13 18:34:00", 16000015862, LEFT, 5557.00, 47.00, 1740.00, 8.46, 81.21
RIGHT, 10096480, "2023/10/13 18:34:02", 16000015862, LEFT, 272.00, 3.00, 136.00, 11.03, 45.33
RIGHT, 10339085, "2023/10/13 18:38:05", 16000218931, LEFT, 9288.00, 68.00, 3146.00, 7.32, 90.32
RIGHT, 10390814, "2023/10/13 18:38:56", 16000015862, LEFT, 6511.00, 52.00, 2008.00, 7.99, 86.60
RIGHT, 10396609, "2023/10/13 18:39:02", 16000015862, LEFT, 1424.00, 6.00, 152.00, 4.21, 212.00
RIGHT, 10405155, "2023/10/13 18:39:11", 16000213436, LEFT, 630.00, 4.00, 130.00, 6.35, 125.00
RIGHT, 10409648, "2023/10/13 18:39:15", 16000213436, LEFT, 2605.00, 21.00, 743.00, 8.06, 88.67
RIGHT, 10520731, "2023/10/13 18:41:06", 16000213436, LEFT, 3436.00, 29.00, 929.00, 8.44, 86.45
RIGHT, 10661472, "2023/10/13 18:43:27", 16000218931, RIGHT, 7426.00, 58.00, 2625.00, 7.81, 82.78
RIGHT, 10664200, "2023/10/13 18:43:30", 16000015862, LEFT, 10858.00, 91.00, 3711.00, 8.38, 78.54
RIGHT, 10769912, "2023/10/13 18:45:16", 16000089249, RIGHT, 4967.00, 43.00, 1779.00, 8.66, 74.14
RIGHT, 10872792, "2023/10/13 18:46:59", 16000218931, RIGHT, 3745.00, 32.00, 1299.00, 8.54, 76.44
RIGHT, 10902191, "2023/10/13 18:47:28", 16000089249, LEFT, 3200.00, 28.00, 1211.00, 8.75, 71.04
RIGHT, 10979717, "2023/10/13 18:48:46", 16000217412, RIGHT, 11326.00, 88.00, 3875.00, 7.77, 84.67
RIGHT, 11125415, "2023/10/13 18:51:11", 16000015862, RIGHT, 1172.00, 12.00, 383.00, 10.24, 65.75
RIGHT, 11131035, "2023/10/13 18:51:17", 16000015862, RIGHT, 1757.00, 18.00, 673.00, 10.24, 60.22
RIGHT, 11157071, "2023/10/13 18:51:43", 16000213436, RIGHT, 1273.00, 13.00, 424.00, 10.21, 65.31
RIGHT, 11198155, "2023/10/13 18:52:24", 16000089249, RIGHT, 7677.00, 61.00, 2844.00, 7.95, 79.23
RIGHT, 11205268, "2023/10/13 18:52:31", 16000089249, LEFT, 500.00, 5.00, 184.00, 10.00, 63.20
RIGHT, 11314536, "2023/10/13 18:54:21", 16000218931, RIGHT, 12144.00, 89.00, 3908.00, 7.33, 92.54
RIGHT, 11379460, "2023/10/13 18:55:26", 16000218931, RIGHT, 2170.00, 18.00, 756.00, 8.29, 78.56
RIGHT, 11490289, "2023/10/13 18:57:17", 16000015862, RIGHT, 11532.00, 90.00, 3667.00, 7.80, 87.39
RIGHT, 11507179, "2023/10/13 18:57:34", 16000218931, RIGHT, 4317.00, 36.00, 1453.00, 8.34, 79.56
RIGHT, 11507831, "2023/10/13 18:57:34", 16000089249, LEFT, 9692.00, 78.00, 3357.00, 8.05, 81.22
RIGHT, 11584208, "2023/10/13 18:58:51", 16000213436, RIGHT, 5970.00, 24.00, 973.00, 4.02, 208.21
RIGHT, 11631680, "2023/10/13 18:59:38", 16000015862, LEFT, 7288.00, 63.00, 2693.00, 8.64, 72.94
RIGHT, 11650743, "2023/10/13 18:59:57", 16000217412, RIGHT, 4190.00, 35.00, 1403.00, 8.35, 79.63
RIGHT, 11653349, "2023/10/13 19:00:00", 16000218931, LEFT, 4806.00, 36.00, 1470.00, 7.49, 92.67
RIGHT, 11659362, "2023/10/13 19:00:06", 16000217412, LEFT, 217.00, 3.00, 65.00, 13.82, 50.67
RIGHT, 11706915, "2023/10/13 19:00:53", 16000217412, RIGHT, 5770.00, 46.00, 1828.00, 7.97, 85.70
RIGHT, 11804209, "2023/10/13 19:02:31", 16000218931, RIGHT, 3317.00, 28.00, 1153.00, 8.44, 77.29
RIGHT, 11954150, "2023/10/13 19:05:01", 16000089249, RIGHT, 8020.00, 66.00, 3041.00, 8.23, 75.44
RIGHT, 12067931, "2023/10/13 19:06:55", 16000218931, RIGHT, 6436.00, 54.00, 2342.00, 8.39, 75.81
RIGHT, 12069085, "2023/10/13 19:06:56", 16000015862, LEFT, 8698.00, 73.00, 3065.00, 8.39, 77.16
RIGHT, 12079480, "2023/10/13 19:07:06", 16000217412, LEFT, 6924.00, 42.00, 1582.00, 6.07, 127.19
RIGHT, 12155065, "2023/10/13 19:08:22", 16000217412, RIGHT, 9374.00, 70.00, 2940.00, 7.47, 91.91
RIGHT, 12264923, "2023/10/13 19:10:12", 16000089249, RIGHT, 6528.00, 53.00, 2303.00, 8.12, 79.72
RIGHT, 12267805, "2023/10/13 19:10:15", 16000218931, LEFT, 7561.00, 54.00, 2339.00, 7.14, 96.70
RIGHT, 12283597, "2023/10/13 19:10:31", 16000213436, LEFT, 5668.00, 47.00, 1567.00, 8.29, 87.26
RIGHT, 12350705, "2023/10/13 19:11:38", 16000213436, LEFT, 3038.00, 23.00, 777.00, 7.57, 98.30
RIGHT, 12478056, "2023/10/13 19:13:45", 16000213436, LEFT, 1176.00, 8.00, 304.00, 6.80, 109.00
RIGHT, 12606771, "2023/10/13 19:15:54", 16000217412, RIGHT, 8651.00, 67.00, 2886.00, 7.74, 86.04
RIGHT, 12614874, "2023/10/13 19:16:02", 16000218931, LEFT, 4153.00, 33.00, 1398.00, 7.95, 83.48
RIGHT, 12626429, "2023/10/13 19:16:14", 16000089249, RIGHT, 6764.00, 53.00, 2440.00, 7.84, 81.58
RIGHT, 12730282, "2023/10/13 19:17:58", 16000218931, LEFT, 4063.00, 34.00, 1328.00, 8.37, 80.44
RIGHT, 12776875, "2023/10/13 19:18:44", 16000015862, RIGHT, 16520.00, 133.00, 5840.00, 8.05, 80.30
RIGHT, 12782390, "2023/10/13 19:18:50", 16000015862, RIGHT, 4508.00, 33.00, 1527.00, 7.32, 90.33
RIGHT, 12921241, "2023/10/13 19:21:09", 16000213436, RIGHT, 6374.00, 49.00, 1755.00, 7.69, 94.27
RIGHT, 12939854, "2023/10/13 19:21:27", 16000089249, RIGHT, 4740.00, 41.00, 1727.00, 8.65, 73.49
RIGHT, 12964239, "2023/10/13 19:21:52", 16000218931, RIGHT, 3195.00, 25.00, 1056.00, 7.82, 85.56
RIGHT, 12978883, "2023/10/13 19:22:06", 16000218931, LEFT, 3326.00, 27.00, 1090.00, 8.12, 82.81
RIGHT, 13166237, "2023/10/13 19:25:14", 16000218931, RIGHT, 6093.00, 45.00, 1870.00, 7.39, 93.84
RIGHT, 13223931, "2023/10/13 19:26:12", 16000015862, RIGHT, 3993.00, 36.00, 1330.00, 9.02, 73.97
RIGHT, 13237544, "2023/10/13 19:26:25", 16000217412, RIGHT, 9418.00, 74.00, 3230.00, 7.86, 83.62
RIGHT, 13472993, "2023/10/13 19:30:21", 16000213436, RIGHT, 6030.00, 35.00, 1236.00, 5.80, 136.97
RIGHT, 13547919, "2023/10/13 19:31:36", 16000218931, RIGHT, 7056.00, 58.00, 2476.00, 8.22, 78.97
RIGHT, 13552483, "2023/10/13 19:31:41", 16000218931, RIGHT, 1175.00, 10.00, 435.00, 8.51, 74.00
RIGHT, 13769180, "2023/10/13 19:35:17", 16000015862, LEFT, 14153.00, 111.00, 4336.00, 7.84, 88.44
RIGHT, 13792527, "2023/10/13 19:35:41", 16000213436, LEFT, 7096.00, 56.00, 1820.00, 7.89, 94.21
RIGHT, 13868300, "2023/10/13 19:36:57", 16000217412, RIGHT, 10652.00, 74.00, 3394.00, 6.95, 98.08
RIGHT, 13870181, "2023/10/13 19:36:59", 16000089249, LEFT, 6622.00, 55.00, 2671.00, 8.31, 71.84
RIGHT, 13900288, "2023/10/13 19:37:29", 16000213436, LEFT, 7652.00, 60.00, 2047.00, 7.84, 93.42
RIGHT, 13980233, "2023/10/13 19:38:49", 16000218931, RIGHT, 8343.00, 67.00, 2912.00, 8.03, 81.06
RIGHT, 14201966, "2023/10/13 19:42:31", 16000089249, LEFT, 6512.00, 52.00, 2396.00, 7.99, 79.15
RIGHT, 14260141, "2023/10/13 19:43:29", 16000015862, LEFT, 1464.00, 14.00, 525.00, 9.56, 67.07
RIGHT, 14264314, "2023/10/13 19:43:33", 16000015862, LEFT, 2634.00, 22.00, 863.00, 8.35, 80.50
RIGHT, 14325720, "2023/10/13 19:44:34", 16000217412, RIGHT, 8500.00, 62.00, 2870.00, 7.29, 90.81
RIGHT, 14358606, "2023/10/13 19:45:07", 16000015862, LEFT, 7069.00, 62.00, 2460.00, 8.77, 74.34
RIGHT, 14429860, "2023/10/13 19:46:19", 16000213436, RIGHT, 5284.00, 43.00, 1684.00, 8.14, 83.72
RIGHT, 14482784, "2023/10/13 19:47:12", 16000218931, LEFT, 2614.00, 17.00, 689.00, 6.50, 113.24
RIGHT, 14607447, "2023/10/13 19:49:16", 16000213436, RIGHT, 4367.00, 32.00, 1101.00, 7.33, 102.06
RIGHT, 14850827, "2023/10/13 19:53:20", 16000218931, LEFT, 5309.00, 41.00, 1672.00, 7.72, 88.71
RIGHT, 14854262, "2023/10/13 19:53:23", 16000213436, RIGHT, 1837.00, 15.00, 546.00, 8.17, 86.07
RIGHT, 15074915, "2023/10/13 19:57:04", 16000218931, LEFT, 6712.00, 54.00, 2381.00, 8.05, 80.20
RIGHT, 15088890, "2023/10/13 19:57:18", 16000217412, LEFT, 4476.00, 34.00, 1263.00, 7.60, 94.50
RIGHT, 15094150, "2023/10/13 19:57:23", 16000217412, LEFT, 3952.00, 25.00, 1004.00, 6.33, 117.92
RIGHT, 15266191, "2023/10/13 20:00:16", 16000015862, LEFT, 2297.00, 22.00, 707.00, 9.58, 72.27
RIGHT, 15281813, "2023/10/13 20:00:31", 16000015862, LEFT, 9353.00, 80.00, 3340.00, 8.55, 75.16
RIGHT, 15309299, "2023/10/13 20:00:59", 16000213436, LEFT, 10264.00, 71.00, 2811.00, 6.92, 104.97
RIGHT, 15335742, "2023/10/13 20:01:25", 16000217412, LEFT, 11957.00, 90.00, 3604.00, 7.53, 92.81
RIGHT, 15470361, "2023/10/13 20:03:40", 16000213436, RIGHT, 5995.00, 47.00, 1892.00, 7.84, 87.30
RIGHT, 15843075, "2023/10/13 20:09:53", 16000213436, LEFT, 6001.00, 51.00, 2078.00, 8.50, 76.92
RIGHT, 15873798, "2023/10/13 20:10:24", 16000015862, LEFT, 2766.00, 27.00, 902.00, 9.76, 69.04
RIGHT, 15960511, "2023/10/13 20:11:51", 16000217412, LEFT, 5032.00, 39.00, 1440.00, 7.75, 92.10
RIGHT, 16175803, "2023/10/13 20:15:26", 16000218931, LEFT, 3150.00, 24.00, 945.00, 7.62, 91.87
RIGHT, 16193539, "2023/10/13 20:15:44", 16000089249, RIGHT, 10681.00, 77.00, 3539.00, 7.21, 92.75
RIGHT, 16278285, "2023/10/13 20:17:09", 16000217412, LEFT, 6336.00, 51.00, 2006.00, 8.05, 84.90
RIGHT, 16332478, "2023/10/13 20:18:03", 16000015862, RIGHT, 12821.00, 102.00, 4546.00, 7.96, 81.13
RIGHT, 16565526, "2023/10/13 20:21:56", 16000089249, LEFT, 10412.00, 83.00, 4391.00, 7.97, 72.54
RIGHT, 16670890, "2023/10/13 20:23:42", 16000213436, RIGHT, 3175.00, 29.00, 1010.00, 9.13, 74.66
RIGHT, 16784015, "2023/10/13 20:25:35", 16000217412, LEFT, 8358.00, 65.00, 2591.00, 7.78, 88.72
RIGHT, 16806498, "2023/10/13 20:25:57", 16000089249, RIGHT, 6223.00, 52.00, 2457.00, 8.36, 72.42
RIGHT, 16878476, "2023/10/13 20:27:09", 16000218931, LEFT, 4927.00, 38.00, 1570.00, 7.71, 88.34
RIGHT, 16940640, "2023/10/13 20:28:11", 16000213436, LEFT, 11423.00, 89.00, 3358.00, 7.79, 90.62
RIGHT, 16996361, "2023/10/13 20:29:07", 16000213436, LEFT, 3261.00, 29.00, 974.00, 8.89, 78.86
RIGHT, 17040655, "2023/10/13 20:29:52", 16000218931, LEFT, 8741.00, 68.00, 3095.00, 7.78, 83.03
RIGHT, 17198308, "2023/10/13 20:32:29", 16000015862, LEFT, 10801.00, 85.00, 3495.00, 7.87, 85.95
RIGHT, 17295786, "2023/10/13 20:34:07", 16000218931, LEFT, 10972.00, 85.00, 3843.00, 7.75, 83.87
RIGHT, 17340004, "2023/10/13 20:34:51", 16000217412, RIGHT, 11140.00, 87.00, 3921.00, 7.81, 82.98
RIGHT, 17426201, "2023/10/13 20:36:17", 16000218931, LEFT, 3760.00, 32.00, 1286.00, 8.51, 77.31
RIGHT, 17574300, "2023/10/13 20:38:46", 16000217412, RIGHT, 2216.00, 17.00, 702.00, 7.67, 89.06
RIGHT, 17597451, "2023/10/13 20:39:09", 16000213436, RIGHT, 6198.00, 50.00, 2046.00, 8.07, 83.04
RIGHT, 17761608, "2023/10/13 20:41:53", 16000015862, RIGHT, 5432.00, 47.00, 1937.00, 8.65, 74.36
RIGHT, 18044614, "2023/10/13 20:46:36", 16000089249, LEFT, 7576.00, 61.00, 2755.00, 8.05, 79.03
RIGHT, 18137791, "2023/10/13 20:48:10", 16000213436, RIGHT, 9318.00, 76.00, 2942.00, 8.16, 83.89
RIGHT, 18288027, "2023/10/13 20:50:40", 16000217412, RIGHT, 7196.00, 57.00, 2437.00, 7.92, 83.49
RIGHT, 18475526, "2023/10/13 20:53:48", 16000218931, RIGHT, 4850.00, 37.00, 1546.00, 7.63, 89.30
RIGHT, 18758101, "2023/10/13 20:58:30", 16000015862, RIGHT, 12119.00, 100.00, 4102.00, 8.25, 80.17
RIGHT, 18872446, "2023/10/13 21:00:25", 16000218931, RIGHT, 4482.00, 35.00, 1399.00, 7.81, 88.09
RIGHT, 18986328, "2023/10/13 21:02:19", 16000218931, LEFT, 8085.00, 65.00, 3005.00, 8.04, 78.15
RIGHT, 18990648, "2023/10/13 21:02:23", 16000218931, LEFT, 2645.00, 15.00, 641.00, 5.67, 133.60
RIGHT, 19148349, "2023/10/13 21:05:01", 16000213436, RIGHT, 1843.00, 18.00, 601.00, 9.77, 69.00
RIGHT, 19189467, "2023/10/13 21:05:42", 16000015862, LEFT, 4739.00, 43.00, 1583.00, 9.07, 73.40
RIGHT, 19221210, "2023/10/13 21:06:14", 16000217412, RIGHT, 11290.00, 87.00, 4061.00, 7.71, 83.09
RIGHT, 19262823, "2023/10/13 21:06:56", 16000089249, LEFT, 7460.00, 57.00, 2468.00, 7.64, 87.58
RIGHT, 19264979, "2023/10/13 21:06:58", 16000089249, LEFT, 565.00, 5.00, 241.00, 8.85, 64.80
RIGHT, 19550605, "2023/10/13 21:11:44", 16000218931, RIGHT, 4653.00, 31.00, 1254.00, 6.66, 109.65
RIGHT, 19625481, "2023/10/13 21:12:59", 16000218931, RIGHT, 3131.00, 24.00, 1020.00, 7.67, 87.96
RIGHT, 19625894, "2023/10/13 21:12:59", 16000015862, LEFT, 8297.00, 68.00, 2749.00, 8.20, 81.59
RIGHT, 19629476, "2023/10/13 21:13:03", 16000218931, RIGHT, 515.00, 5.00, 191.00, 9.71, 64.80
RIGHT, 19712900, "2023/10/13 21:14:26", 16000213436, RIGHT, 6466.00, 51.00, 1891.00, 7.89, 89.71
RIGHT, 19714822, "2023/10/13 21:14:28", 16000213436, RIGHT, 863.00, 6.00, 205.00, 6.95, 109.67
RIGHT, 19781044, "2023/10/13 21:15:34", 16000218931, RIGHT, 1943.00, 15.00, 633.00, 7.72, 87.33
RIGHT, 20073740, "2023/10/13 21:20:27", 16000218931, RIGHT, 3684.00, 30.00, 1327.00, 8.14, 78.57
RIGHT, 20323469, "2023/10/13 21:24:37", 16000213436, RIGHT, 6955.00, 50.00, 1913.00, 7.19, 100.84
RIGHT, 20449166, "2023/10/13 21:26:43", 16000218931, LEFT, 12845.00, 104.00, 4578.00, 8.10, 79.49
RIGHT, 20454267, "2023/10/13 21:26:48", 16000218931, LEFT, 2826.00, 20.00, 968.00, 7.08, 92.90
RIGHT, 20748786, "2023/10/13 21:31:43", 16000218931, LEFT, 3599.00, 32.00, 1212.00, 8.89, 74.59
RIGHT, 20773496, "2023/10/13 21:32:07", 16000213436, LEFT, 576.00, 6.00, 243.00, 10.42, 55.50
RIGHT, 20951951, "2023/10/13 21:35:06", 16000089249, RIGHT, 9912.00, 79.00, 3873.00, 7.97, 76.44
RIGHT, 21102821, "2023/10/13 21:37:37", 16000218931, RIGHT, 4674.00, 36.00, 1488.00, 7.70, 88.50
RIGHT, 21271644, "2023/10/13 21:40:26", 16000218931, LEFT, 3114.00, 24.00, 959.00, 7.71, 89.79
RIGHT, 21730921, "2023/10/13 21:48:06", 16000213436, RIGHT, 5569.00, 44.00, 1661.00, 7.90, 88.82
RIGHT, 21744610, "2023/10/13 21:48:19", 16000089249, RIGHT, 2796.00, 24.00, 965.00, 8.58, 76.29
RIGHT, 22007435, "2023/10/13 21:52:42", 16000218931, RIGHT, 4230.00, 33.00, 1380.00, 7.80, 86.36
RIGHT, 22063079, "2023/10/13 21:53:38", 16000218931, LEFT, 4285.00, 36.00, 1520.00, 8.40, 76.81
RIGHT, 22341235, "2023/10/13 21:58:17", 16000213436, LEFT, 7575.00, 60.00, 2350.00, 7.92, 87.08
RIGHT, 22510537, "2023/10/13 22:01:06", 16000218931, RIGHT, 2387.00, 19.00, 666.00, 7.96, 90.58
RIGHT, 22574946, "2023/10/13 22:02:10", 16000218931, RIGHT, 5154.00, 37.00, 1601.00, 7.18, 96.03
RIGHT, 22602954, "2023/10/13 22:02:38", 16000213436, LEFT, 7232.00, 59.00, 2275.00, 8.16, 84.02
RIGHT, 23075620, "2023/10/13 22:10:32", 16000218931, LEFT, 3276.00, 29.00, 1160.00, 8.85, 72.97
RIGHT, 23153895, "2023/10/13 22:11:50", 16000218931, RIGHT, 2200.00, 19.00, 746.00, 8.64, 76.53
RIGHT, 23225828, "2023/10/13 22:13:02", 16000218931, RIGHT, 3779.00, 29.00, 1338.00, 7.67, 84.17
RIGHT, 23870745, "2023/10/13 22:23:47", 16000218931, LEFT, 4593.00, 37.00, 1490.00, 8.06, 83.86
RIGHT, 24049538, "2023/10/13 22:26:46", 16000218931, RIGHT, 2938.00, 24.00, 963.00, 8.17, 82.29
RIGHT, 24344948, "2023/10/13 22:31:42", 16000218931, RIGHT, 3937.00, 28.00, 1151.00, 7.11, 99.50
RIGHT, 24499986, "2023/10/13 22:34:17", 16000213436, LEFT, 2327.00, 22.00, 729.00, 9.45, 72.64
RIGHT, 24548873, "2023/10/13 22:35:06", 16000218931, RIGHT, 323.00, 4.00, 135.00, 12.38, 47.00
RIGHT, 24682723, "2023/10/13 22:37:20", 16000218931, RIGHT, 3493.00, 27.00, 1052.00, 7.73, 90.41
RIGHT, 25156497, "2023/10/13 22:45:14", 16000218931, LEFT, 1988.00, 14.00, 520.00, 7.04, 104.86
RIGHT, 25436017, "2023/10/13 22:49:54", 16000218931, LEFT, 3775.00, 30.00, 1251.00, 7.95, 84.13
RIGHT, 25465110, "2023/10/13 22:50:23", 16000213436, RIGHT, 8005.00, 59.00, 2166.00, 7.37, 98.97
RIGHT, 25604204, "2023/10/13 22:52:42", 16000213436, RIGHT, 10292.00, 74.00, 2863.00, 7.19, 100.39
RIGHT, 25618148, "2023/10/13 22:52:56", 16000218931, RIGHT, 3629.00, 27.00, 1143.00, 7.44, 92.07
RIGHT, 25622667, "2023/10/13 22:53:01", 16000218931, RIGHT, 914.00, 8.00, 349.00, 8.75, 70.62
RIGHT, 25625684, "2023/10/13 22:53:04", 16000218931, RIGHT, 505.00, 5.00, 186.00, 9.90, 63.80
RIGHT, 26994850, "2023/10/13 23:15:54", 16000015862, LEFT, 3856.00, 34.00, 1291.00, 8.82, 75.44
RIGHT, 27075841, "2023/10/13 23:17:15", 16000015862, LEFT, 8429.00, 70.00, 2985.00, 8.30, 77.77
RIGHT, 27103144, "2023/10/13 23:17:42", 16000015862, RIGHT, 2343.00, 21.00, 800.00, 8.96, 73.48
RIGHT, 27267092, "2023/10/13 23:20:26", 16000015862, LEFT, 727.00, 8.00, 249.00, 11.00, 59.75
RIGHT, 27334672, "2023/10/13 23:21:34", 16000217412, LEFT, 11356.00, 90.00, 3733.00, 7.93, 84.70
RIGHT, 27545139, "2023/10/13 23:25:05", 16000015862, LEFT, 9751.00, 83.00, 3620.00, 8.51, 73.87
RIGHT, 27600900, "2023/10/13 23:26:00", 16000217412, LEFT, 3102.00, 25.00, 871.00, 8.06, 89.24
RIGHT, 27765510, "2023/10/13 23:28:45", 16000015862, RIGHT, 5876.00, 48.00, 2131.00, 8.17, 78.02
RIGHT, 27798487, "2023/10/13 23:29:18", 16000217412, RIGHT, 5124.00, 44.00, 1729.00, 8.59, 77.16
RIGHT, 27945552, "2023/10/13 23:31:45", 16000217412, RIGHT, 5804.00, 46.00, 1971.00, 7.93, 83.33
RIGHT, 28003526, "2023/10/13 23:32:43", 16000217412, RIGHT, 6385.00, 53.00, 2321.00, 8.30, 76.68
RIGHT, 28214959, "2023/10/13 23:36:15", 16000015862, LEFT, 6986.00, 60.00, 2387.00, 8.59, 76.65
RIGHT, 28265077, "2023/10/13 23:37:05", 16000015862, RIGHT, 5510.00, 48.00, 1972.00, 8.71, 73.71
RIGHT, 28475258, "2023/10/13 23:40:36", 16000217412, LEFT, 9746.00, 76.00, 3256.00, 7.80, 85.39
RIGHT, 28556997, "2023/10/13 23:41:57", 16000217412, LEFT, 2614.00, 24.00, 917.00, 9.18, 70.71
RIGHT, 28942086, "2023/10/13 23:48:23", 16000015862, RIGHT, 14339.00, 108.00, 4931.00, 7.53, 87.11
RIGHT, 29137047, "2023/10/13 23:51:38", 16000217412, RIGHT, 6394.00, 55.00, 2305.00, 8.60, 74.35
RIGHT, 29954767, "2023/10/14 0:05:16", 16000217412, LEFT, 9008.00, 71.00, 3213.00, 7.88, 81.62
RIGHT, 30035683, "2023/10/14 0:06:37", 16000015862, LEFT, 14424.00, 113.00, 4920.00, 7.83, 84.11
RIGHT, 30227577, "2023/10/14 0:09:49", 16000217412, LEFT, 5001.00, 40.00, 1591.00, 8.00, 85.25
RIGHT, 30241199, "2023/10/14 0:10:03", 16000089249, LEFT, 3681.00, 32.00, 1351.00, 8.69, 72.81
RIGHT, 30466959, "2023/10/14 0:13:49", 16000015862, LEFT, 3577.00, 33.00, 1321.00, 9.23, 68.36
RIGHT, 30505031, "2023/10/14 0:14:27", 16000217412, LEFT, 3936.00, 34.00, 1266.00, 8.64, 78.53
RIGHT, 30538355, "2023/10/14 0:15:00", 16000089249, LEFT, 3872.00, 35.00, 1509.00, 9.04, 67.51
RIGHT, 30837650, "2023/10/14 0:20:00", 16000089249, RIGHT, 10851.00, 86.00, 4507.00, 7.93, 73.77
RIGHT, 31012379, "2023/10/14 0:22:55", 16000217412, LEFT, 4017.00, 34.00, 1413.00, 8.46, 76.59
RIGHT, 31059754, "2023/10/14 0:23:42", 16000217412, LEFT, 3937.00, 33.00, 1314.00, 8.38, 79.48
RIGHT, 31219768, "2023/10/14 0:26:22", 16000089249, RIGHT, 12895.00, 96.00, 3924.00, 7.44, 93.45
RIGHT, 31488996, "2023/10/14 0:30:52", 16000015862, RIGHT, 8423.00, 71.00, 3063.00, 8.43, 75.49
RIGHT, 31526981, "2023/10/14 0:31:30", 16000217412, RIGHT, 4901.00, 39.00, 1633.00, 7.96, 83.79
RIGHT, 31599227, "2023/10/14 0:32:42", 16000089249, RIGHT, 7555.00, 63.00, 2860.00, 8.34, 74.52
