Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 102345184, "2023/10/14 20:12:50", 16000089249, RIGHT, 1464.00, 14.00, 575.00, 9.56, 63.50
RIGHT, 102395757, "2023/10/14 20:13:40", 16000015862, RIGHT, 4916.00, 41.00, 1578.00, 8.34, 81.41
RIGHT, 102447715, "2023/10/14 20:14:32", 16000015862, RIGHT, 2847.00, 27.00, 985.00, 9.48, 68.96
RIGHT, 102508876, "2023/10/14 20:15:34", 16000218931, LEFT, 2342.00, 21.00, 792.00, 8.97, 73.81
RIGHT, 102526825, "2023/10/14 20:15:52", 16000218931, LEFT, 1656.00, 14.00, 581.00, 8.45, 76.79
RIGHT, 102596076, "2023/10/14 20:17:01", 16000213436, LEFT, 4803.00, 37.00, 1556.00, 7.70, 87.76
RIGHT, 102916520, "2023/10/14 20:22:22", 16000213436, RIGHT, 5299.00, 41.00, 1649.00, 7.74, 89.02
RIGHT, 102950166, "2023/10/14 20:22:55", 16000015862, LEFT, 10327.00, 87.00, 3776.00, 8.42, 75.30
RIGHT, 103118116, "2023/10/14 20:25:43", 16000213436, LEFT, 1227.00, 10.00, 336.00, 8.15, 89.10
RIGHT, 103131623, "2023/10/14 20:25:57", 16000217412, LEFT, 5061.00, 42.00, 1667.00, 8.30, 80.81
RIGHT, 103150650, "2023/10/14 20:26:16", 16000218931, LEFT, 6627.00, 56.00, 2538.00, 8.45, 73.02
RIGHT, 103157892, "2023/10/14 20:26:23", 16000218931, LEFT, 1660.00, 12.00, 496.00, 7.23, 97.00
RIGHT, 103278319, "2023/10/14 20:28:24", 16000089249, RIGHT, 5527.00, 47.00, 2023.00, 8.50, 74.55
RIGHT, 103447570, "2023/10/14 20:31:13", 16000213436, LEFT, 3891.00, 33.00, 1372.00, 8.48, 76.33
RIGHT, 103457790, "2023/10/14 20:31:23", 16000218931, LEFT, 4528.00, 38.00, 1602.00, 8.39, 77.00
RIGHT, 103604778, "2023/10/14 20:33:51", 16000015862, RIGHT, 6108.00, 52.00, 1909.00, 8.51, 80.75
RIGHT, 103660147, "2023/10/14 20:34:46", 16000218931, LEFT, 3342.00, 29.00, 1089.00, 8.68, 77.69
RIGHT, 103700534, "2023/10/14 20:35:26", 16000089249, RIGHT, 7854.00, 63.00, 3222.00, 8.02, 73.52
RIGHT, 103701552, "2023/10/14 20:35:27", 16000218931, LEFT, 2792.00, 25.00, 1040.00, 8.95, 70.08
RIGHT, 103878068, "2023/10/14 20:38:24", 16000217412, RIGHT, 9403.00, 72.00, 3134.00, 7.66, 87.07
RIGHT, 104113322, "2023/10/14 20:42:19", 16000217412, LEFT, 6137.00, 49.00, 1989.00, 7.98, 84.65
RIGHT, 104385625, "2023/10/14 20:46:52", 16000213436, RIGHT, 9089.00, 55.00, 2227.00, 6.05, 124.76
RIGHT, 104442265, "2023/10/14 20:47:49", 16000217412, RIGHT, 3548.00, 28.00, 1152.00, 7.89, 85.57
RIGHT, 104578055, "2023/10/14 20:50:05", 16000015862, RIGHT, 6533.00, 56.00, 2128.00, 8.57, 78.66
RIGHT, 104619564, "2023/10/14 20:50:46", 16000218931, LEFT, 4589.00, 37.00, 1490.00, 8.06, 83.76
RIGHT, 104627112, "2023/10/14 20:50:54", 16000089249, RIGHT, 9232.00, 71.00, 3497.00, 7.69, 80.77
RIGHT, 104681744, "2023/10/14 20:51:48", 16000213436, RIGHT, 3619.00, 28.00, 1039.00, 7.74, 92.14
RIGHT, 104819206, "2023/10/14 20:54:06", 16000218931, LEFT, 9976.00, 75.00, 3559.00, 7.52, 85.56
RIGHT, 105095150, "2023/10/14 20:58:42", 16000015862, LEFT, 10231.00, 86.00, 3700.00, 8.41, 75.94
RIGHT, 105192803, "2023/10/14 21:00:20", 16000218931, LEFT, 4214.00, 36.00, 1496.00, 8.54, 75.50
RIGHT, 105286744, "2023/10/14 21:01:54", 16000218931, RIGHT, 3028.00, 25.00, 970.00, 8.26, 82.32
RIGHT, 105371777, "2023/10/14 21:03:19", 16000217412, RIGHT, 8474.00, 66.00, 2854.00, 7.79, 85.15
RIGHT, 105385240, "2023/10/14 21:03:32", 16000218931, RIGHT, 646.00, 7.00, 247.00, 10.84, 57.00
RIGHT, 105607680, "2023/10/14 21:07:15", 16000217412, LEFT, 2407.00, 21.00, 723.00, 8.72, 80.19
RIGHT, 105745422, "2023/10/14 21:09:33", 16000015862, LEFT, 9281.00, 77.00, 3123.00, 8.30, 79.97
RIGHT, 105874731, "2023/10/14 21:11:42", 16000218931, RIGHT, 6091.00, 44.00, 1963.00, 7.22, 93.82
RIGHT, 105879561, "2023/10/14 21:11:47", 16000218931, RIGHT, 2675.00, 16.00, 810.00, 5.98, 116.56
RIGHT, 105914498, "2023/10/14 21:12:22", 16000218931, LEFT, 445.00, 5.00, 206.00, 11.24, 47.80
RIGHT, 105917157, "2023/10/14 21:12:25", 16000218931, LEFT, 247.00, 3.00, 111.00, 12.15, 45.33
RIGHT, 105953850, "2023/10/14 21:13:02", 16000218931, LEFT, 3772.00, 22.00, 1127.00, 5.83, 120.23
RIGHT, 105971856, "2023/10/14 21:13:20", 16000217412, LEFT, 8400.00, 67.00, 2914.00, 7.98, 81.88
RIGHT, 105974123, "2023/10/14 21:13:22", 16000218931, RIGHT, 4913.00, 27.00, 1267.00, 5.50, 135.04
RIGHT, 105984833, "2023/10/14 21:13:33", 16000218931, RIGHT, 3348.00, 11.00, 489.00, 3.29, 259.91
RIGHT, 105989100, "2023/10/14 21:13:37", 16000217412, LEFT, 247.00, 3.00, 121.00, 12.15, 42.00
RIGHT, 106022411, "2023/10/14 21:14:10", 16000218931, RIGHT, 742.00, 5.00, 198.00, 6.74, 108.80
RIGHT, 106024418, "2023/10/14 21:14:12", 16000218931, RIGHT, 591.00, 4.00, 168.00, 6.77, 105.75
RIGHT, 106038129, "2023/10/14 21:14:26", 16000218931, RIGHT, 1170.00, 5.00, 124.00, 4.27, 209.20
RIGHT, 106064824, "2023/10/14 21:14:53", 16000089249, RIGHT, 7187.00, 57.00, 2306.00, 7.93, 85.63
RIGHT, 106622521, "2023/10/14 21:24:11", 16000089249, LEFT, 1201.00, 12.00, 419.00, 9.99, 65.17
RIGHT, 106811152, "2023/10/14 21:27:20", 16000089249, RIGHT, 1458.00, 14.00, 519.00, 9.60, 67.07
RIGHT, 106813931, "2023/10/14 21:27:22", 16000089249, RIGHT, 1423.00, 12.00, 550.00, 8.43, 72.75
RIGHT, 106871363, "2023/10/14 21:28:20", 16000015862, LEFT, 6759.00, 59.00, 2444.00, 8.73, 73.14
RIGHT, 107151126, "2023/10/14 21:33:00", 16000218931, RIGHT, 4714.00, 39.00, 1542.00, 8.27, 81.33
RIGHT, 107165703, "2023/10/14 21:33:14", 16000217412, RIGHT, 8056.00, 63.00, 2853.00, 7.82, 82.59
RIGHT, 107648019, "2023/10/14 21:41:17", 16000218931, RIGHT, 2271.00, 15.00, 563.00, 6.61, 113.87
RIGHT, 107704527, "2023/10/14 21:42:14", 16000015862, LEFT, 8085.00, 67.00, 2792.00, 8.29, 79.00
RIGHT, 107870095, "2023/10/14 21:44:59", 16000089249, RIGHT, 5128.00, 42.00, 1779.00, 8.19, 79.74
RIGHT, 107989540, "2023/10/14 21:46:59", 16000218931, LEFT, 2993.00, 26.00, 966.00, 8.69, 77.96
RIGHT, 108000518, "2023/10/14 21:47:10", 16000217412, LEFT, 5213.00, 42.00, 1672.00, 8.06, 84.31
RIGHT, 108044112, "2023/10/14 21:47:53", 16000218931, RIGHT, 3211.00, 26.00, 1133.00, 8.10, 79.92
RIGHT, 108495116, "2023/10/14 21:55:25", 16000218931, RIGHT, 5723.00, 44.00, 1889.00, 7.69, 87.14
RIGHT, 108681671, "2023/10/14 21:58:32", 16000213436, RIGHT, 7390.00, 57.00, 2374.00, 7.71, 88.00
RIGHT, 108714353, "2023/10/14 21:59:04", 16000015862, RIGHT, 7635.00, 65.00, 2861.00, 8.51, 73.45
RIGHT, 108804330, "2023/10/14 22:00:34", 16000218931, RIGHT, 8066.00, 64.00, 2672.00, 7.93, 84.28
RIGHT, 108807792, "2023/10/14 22:00:38", 16000218931, RIGHT, 1958.00, 16.00, 730.00, 8.17, 76.75
RIGHT, 108819880, "2023/10/14 22:00:50", 16000218931, RIGHT, 1408.00, 12.00, 481.00, 8.52, 77.25
RIGHT, 109220450, "2023/10/14 22:07:31", 16000217412, RIGHT, 7893.00, 60.00, 2670.00, 7.60, 87.05
RIGHT, 109259122, "2023/10/14 22:08:09", 16000213436, LEFT, 6839.00, 49.00, 1994.00, 7.16, 98.88
RIGHT, 109261042, "2023/10/14 22:08:11", 16000213436, LEFT, 909.00, 6.00, 237.00, 6.60, 112.00
RIGHT, 109289018, "2023/10/14 22:08:39", 16000218931, LEFT, 953.00, 10.00, 367.00, 10.49, 58.60
RIGHT, 109321342, "2023/10/14 22:09:12", 16000217412, LEFT, 3877.00, 32.00, 1327.00, 8.25, 79.69
RIGHT, 109433089, "2023/10/14 22:11:04", 16000218931, RIGHT, 3650.00, 28.00, 1110.00, 7.67, 90.71
RIGHT, 109452569, "2023/10/14 22:11:23", 16000015862, LEFT, 4814.00, 39.00, 1565.00, 8.10, 83.31
RIGHT, 109651098, "2023/10/14 22:14:42", 16000218931, RIGHT, 4457.00, 36.00, 1429.00, 8.08, 84.11
RIGHT, 109859479, "2023/10/14 22:18:10", 16000089249, LEFT, 8469.00, 62.00, 3132.00, 7.32, 86.08
RIGHT, 109876539, "2023/10/14 22:18:27", 16000217412, LEFT, 10538.00, 79.00, 3558.00, 7.50, 88.35
RIGHT, 109885941, "2023/10/14 22:18:37", 16000217412, LEFT, 302.00, 3.00, 124.00, 9.93, 59.33
RIGHT, 109924121, "2023/10/14 22:19:15", 16000213436, RIGHT, 8060.00, 55.00, 2018.00, 6.82, 109.85
RIGHT, 109994921, "2023/10/14 22:20:26", 16000218931, LEFT, 1071.00, 11.00, 379.00, 10.27, 62.91
RIGHT, 110450197, "2023/10/14 22:28:02", 16000213436, LEFT, 6315.00, 44.00, 1733.00, 6.97, 104.14
RIGHT, 110493794, "2023/10/14 22:28:45", 16000218931, RIGHT, 7673.00, 66.00, 2999.00, 8.60, 70.82
RIGHT, 110662072, "2023/10/14 22:31:34", 16000015862, LEFT, 9862.00, 78.00, 3364.00, 7.91, 83.31
RIGHT, 110684138, "2023/10/14 22:31:56", 16000217412, LEFT, 2266.00, 21.00, 853.00, 9.27, 67.29
RIGHT, 110692941, "2023/10/14 22:32:04", 16000213436, LEFT, 1292.00, 12.00, 402.00, 9.29, 74.17
RIGHT, 110847638, "2023/10/14 22:34:39", 16000218931, RIGHT, 1706.00, 13.00, 509.00, 7.62, 92.08
RIGHT, 110930057, "2023/10/14 22:36:02", 16000217412, RIGHT, 1111.00, 10.00, 356.00, 9.00, 75.50
RIGHT, 110941426, "2023/10/14 22:36:13", 16000217412, RIGHT, 434.00, 5.00, 162.00, 11.52, 54.40
RIGHT, 110972247, "2023/10/14 22:36:44", 16000218931, RIGHT, 6197.00, 44.00, 1866.00, 7.10, 98.43
RIGHT, 110984132, "2023/10/14 22:36:56", 16000218931, RIGHT, 1387.00, 7.00, 266.00, 5.05, 160.14
RIGHT, 111303954, "2023/10/14 22:42:16", 16000217412, LEFT, 3906.00, 34.00, 1403.00, 8.70, 73.62
RIGHT, 111345435, "2023/10/14 22:42:57", 16000015862, RIGHT, 2075.00, 19.00, 718.00, 9.16, 71.42
RIGHT, 111490483, "2023/10/14 22:45:23", 16000217412, RIGHT, 5794.00, 46.00, 2064.00, 7.94, 81.09
RIGHT, 111608910, "2023/10/14 22:47:21", 16000213436, LEFT, 5061.00, 41.00, 1487.00, 8.10, 87.17
RIGHT, 111822353, "2023/10/14 22:50:55", 16000218931, RIGHT, 7162.00, 51.00, 2165.00, 7.12, 97.98
RIGHT, 112280049, "2023/10/14 22:58:33", 16000213436, RIGHT, 6612.00, 55.00, 2174.00, 8.32, 80.69
RIGHT, 112374856, "2023/10/14 23:00:08", 16000015862, LEFT, 1563.00, 15.00, 511.00, 9.60, 70.13
RIGHT, 112392712, "2023/10/14 23:00:26", 16000218931, LEFT, 798.00, 8.00, 340.00, 10.03, 57.25
RIGHT, 112825603, "2023/10/14 23:07:39", 16000218931, RIGHT, 7677.00, 61.00, 2584.00, 7.95, 83.49
RIGHT, 112851654, "2023/10/14 23:08:05", 16000217412, RIGHT, 4517.00, 37.00, 1554.00, 8.19, 80.08
RIGHT, 113363925, "2023/10/14 23:16:38", 16000218931, LEFT, 7708.00, 64.00, 2746.00, 8.30, 77.53
RIGHT, 113400165, "2023/10/14 23:17:14", 16000213436, RIGHT, 7191.00, 54.00, 2249.00, 7.51, 91.52
RIGHT, 113520065, "2023/10/14 23:19:14", 16000218931, RIGHT, 3968.00, 34.00, 1295.00, 8.57, 78.62
RIGHT, 113715085, "2023/10/14 23:22:29", 16000218931, RIGHT, 1253.00, 12.00, 400.00, 9.58, 71.08
RIGHT, 113737320, "2023/10/14 23:22:51", 16000218931, LEFT, 7474.00, 44.00, 1932.00, 5.89, 125.95
RIGHT, 113739022, "2023/10/14 23:22:53", 16000218931, LEFT, 717.00, 6.00, 241.00, 8.37, 79.33
RIGHT, 114222360, "2023/10/14 23:30:57", 16000213436, RIGHT, 3665.00, 28.00, 1065.00, 7.64, 92.86
RIGHT, 114249709, "2023/10/14 23:31:24", 16000218931, RIGHT, 3997.00, 35.00, 1386.00, 8.76, 74.60
RIGHT, 114514931, "2023/10/14 23:35:50", 16000217412, LEFT, 3997.00, 31.00, 1302.00, 7.76, 86.94
RIGHT, 114931111, "2023/10/14 23:42:46", 16000218931, RIGHT, 2593.00, 17.00, 672.00, 6.56, 113.00
RIGHT, 115256929, "2023/10/14 23:48:12", 16000217412, RIGHT, 7560.00, 56.00, 2411.00, 7.41, 91.95
RIGHT, 115301767, "2023/10/14 23:48:57", 16000217412, LEFT, 2796.00, 22.00, 871.00, 7.87, 87.50
RIGHT, 115393568, "2023/10/14 23:50:29", 16000218931, LEFT, 3969.00, 34.00, 1323.00, 8.57, 77.82
RIGHT, 115977744, "2023/10/15 0:00:14", 16000015862, LEFT, 13020.00, 105.00, 4142.00, 8.06, 84.55
RIGHT, 116267984, "2023/10/15 0:05:04", 16000217412, LEFT, 203.00, 3.00, 57.00, 14.78, 48.67
RIGHT, 116537494, "2023/10/15 0:09:34", 16000217412, LEFT, 2145.00, 20.00, 755.00, 9.32, 69.50
RIGHT, 116549018, "2023/10/15 0:09:45", 16000217412, LEFT, 241.00, 3.00, 121.00, 12.45, 40.00
RIGHT, 116561121, "2023/10/15 0:09:57", 16000217412, RIGHT, 313.00, 4.00, 110.00, 12.78, 50.75
RIGHT, 116568814, "2023/10/15 0:10:05", 16000217412, RIGHT, 4406.00, 34.00, 1797.00, 7.72, 76.74
RIGHT, 116580349, "2023/10/15 0:10:17", 16000217412, RIGHT, 525.00, 5.00, 207.00, 9.52, 63.60
RIGHT, 116611536, "2023/10/15 0:10:48", 16000217412, LEFT, 562.00, 5.00, 167.00, 8.90, 79.00
RIGHT, 116617081, "2023/10/15 0:10:53", 16000217412, RIGHT, 232.00, 3.00, 86.00, 12.93, 48.67
RIGHT, 116622125, "2023/10/15 0:10:58", 16000217412, RIGHT, 242.00, 3.00, 105.00, 12.40, 45.67
RIGHT, 116634907, "2023/10/15 0:11:11", 16000217412, LEFT, 505.00, 4.00, 132.00, 7.92, 93.25
RIGHT, 116640147, "2023/10/15 0:11:17", 16000217412, LEFT, 232.00, 3.00, 112.00, 12.93, 40.00
RIGHT, 116644579, "2023/10/15 0:11:21", 16000217412, LEFT, 2550.00, 12.00, 458.00, 4.71, 174.33
RIGHT, 116654192, "2023/10/15 0:11:31", 16000217412, LEFT, 242.00, 3.00, 116.00, 12.40, 42.00
RIGHT, 116668546, "2023/10/15 0:11:45", 16000217412, LEFT, 4254.00, 18.00, 717.00, 4.23, 196.50
RIGHT, 116675427, "2023/10/15 0:11:52", 16000217412, LEFT, 1217.00, 5.00, 396.00, 4.11, 164.20
RIGHT, 116677286, "2023/10/15 0:11:54", 16000217412, LEFT, 591.00, 4.00, 172.00, 6.77, 104.75
RIGHT, 117689424, "2023/10/15 0:28:47", 16000015862, RIGHT, 4376.00, 36.00, 1413.00, 8.23, 82.31
RIGHT, 118892979, "2023/10/15 0:48:51", 16000015862, LEFT, 5853.00, 48.00, 1725.00, 8.20, 86.00
RIGHT, 119155844, "2023/10/15 0:53:14", 16000217412, LEFT, 11244.00, 81.00, 3678.00, 7.20, 93.41
RIGHT, 120882416, "2023/10/15 1:22:02", 16000213436, LEFT, 5869.00, 43.00, 1770.00, 7.33, 95.33
RIGHT, 121531049, "2023/10/15 1:32:51", 16000089249, RIGHT, 14540.00, 112.00, 5359.00, 7.70, 81.97
RIGHT, 121774944, "2023/10/15 1:36:55", 16000089249, RIGHT, 7524.00, 61.00, 2836.00, 8.11, 76.85
RIGHT, 121990915, "2023/10/15 1:40:32", 16000213436, RIGHT, 7777.00, 61.00, 2561.00, 7.84, 85.51
RIGHT, 122154200, "2023/10/15 1:43:15", 16000089249, LEFT, 6651.00, 55.00, 2608.00, 8.27, 73.51
RIGHT, 122382912, "2023/10/15 1:47:04", 16000213436, LEFT, 3643.00, 31.00, 1297.00, 8.51, 75.68
RIGHT, 122498234, "2023/10/15 1:48:59", 16000218931, LEFT, 217.00, 3.00, 107.00, 13.82, 36.67
RIGHT, 122627566, "2023/10/15 1:51:09", 16000089249, LEFT, 8272.00, 67.00, 3404.00, 8.10, 72.66
RIGHT, 122896497, "2023/10/15 1:55:38", 16000218931, RIGHT, 8106.00, 64.00, 2819.00, 7.90, 82.61
RIGHT, 122901809, "2023/10/15 1:55:43", 16000218931, RIGHT, 3855.00, 30.00, 1555.00, 7.78, 76.67
RIGHT, 122932098, "2023/10/15 1:56:14", 16000218931, RIGHT, 1943.00, 15.00, 656.00, 7.72, 85.80
RIGHT, 122936246, "2023/10/15 1:56:18", 16000218931, RIGHT, 1298.00, 8.00, 367.00, 6.16, 116.37
RIGHT, 123417448, "2023/10/15 2:04:19", 16000218931, RIGHT, 4340.00, 35.00, 1541.00, 8.06, 79.97
RIGHT, 123421867, "2023/10/15 2:04:24", 16000218931, RIGHT, 2821.00, 21.00, 1128.00, 7.44, 80.62
RIGHT, 123427644, "2023/10/15 2:04:30", 16000218931, RIGHT, 1261.00, 11.00, 499.00, 8.72, 69.27
RIGHT, 123619187, "2023/10/15 2:07:41", 16000218931, RIGHT, 2725.00, 21.00, 911.00, 7.71, 86.38
RIGHT, 123687111, "2023/10/15 2:08:49", 16000089249, RIGHT, 12079.00, 94.00, 4284.00, 7.78, 82.93
RIGHT, 123885724, "2023/10/15 2:12:08", 16000218931, RIGHT, 3474.00, 26.00, 1152.00, 7.48, 89.31
RIGHT, 123896550, "2023/10/15 2:12:19", 16000015862, RIGHT, 5032.00, 43.00, 1755.00, 8.55, 76.21
RIGHT, 124011748, "2023/10/15 2:14:14", 16000218931, LEFT, 8150.00, 66.00, 2952.00, 8.10, 78.76
RIGHT, 124068461, "2023/10/15 2:15:11", 16000218931, LEFT, 4779.00, 37.00, 1695.00, 7.74, 83.35
RIGHT, 124149902, "2023/10/15 2:16:32", 16000015862, LEFT, 4768.00, 43.00, 1769.00, 9.02, 69.74
RIGHT, 124238463, "2023/10/15 2:18:01", 16000218931, RIGHT, 9541.00, 75.00, 3607.00, 7.86, 79.12
RIGHT, 124324898, "2023/10/15 2:19:28", 16000218931, LEFT, 4936.00, 42.00, 1924.00, 8.51, 71.71
RIGHT, 124531471, "2023/10/15 2:22:54", 16000218931, LEFT, 4507.00, 39.00, 1670.00, 8.65, 72.74
RIGHT, 125044655, "2023/10/15 2:31:28", 16000015862, LEFT, 6339.00, 51.00, 1828.00, 8.05, 88.45
RIGHT, 125187607, "2023/10/15 2:33:51", 16000213436, RIGHT, 12395.00, 83.00, 3586.00, 6.70, 106.13
RIGHT, 125850206, "2023/10/15 2:44:54", 16000213436, LEFT, 4032.00, 34.00, 1254.00, 8.43, 81.71
RIGHT, 125910669, "2023/10/15 2:45:55", 16000213436, RIGHT, 4048.00, 30.00, 1246.00, 7.41, 93.40
RIGHT, 126013712, "2023/10/15 2:47:38", 16000218931, RIGHT, 11885.00, 96.00, 4497.00, 8.08, 76.96
RIGHT, 126029905, "2023/10/15 2:47:54", 16000218931, RIGHT, 1256.00, 11.00, 399.00, 8.76, 77.91
RIGHT, 126167142, "2023/10/15 2:50:11", 16000218931, RIGHT, 4390.00, 36.00, 1574.00, 8.20, 78.22
RIGHT, 126241031, "2023/10/15 2:51:25", 16000015862, LEFT, 9700.00, 81.00, 3229.00, 8.35, 79.89
RIGHT, 126333481, "2023/10/15 2:52:58", 16000015862, LEFT, 4370.00, 36.00, 1473.00, 8.24, 80.47
RIGHT, 126787312, "2023/10/15 3:00:32", 16000218931, LEFT, 3800.00, 32.00, 1269.00, 8.42, 79.09
RIGHT, 127203225, "2023/10/15 3:07:28", 16000015862, LEFT, 7974.00, 66.00, 2449.00, 8.28, 83.71
RIGHT, 127422237, "2023/10/15 3:11:07", 16000218931, LEFT, 6602.00, 54.00, 2119.00, 8.18, 83.02
RIGHT, 127426647, "2023/10/15 3:11:12", 16000218931, LEFT, 2509.00, 20.00, 950.00, 7.97, 77.95
RIGHT, 127572440, "2023/10/15 3:13:38", 16000213436, LEFT, 7292.00, 58.00, 2400.00, 7.95, 84.34
RIGHT, 127625096, "2023/10/15 3:14:30", 16000217412, LEFT, 9825.00, 76.00, 3318.00, 7.74, 85.62
RIGHT, 127680877, "2023/10/15 3:15:26", 16000217412, LEFT, 4768.00, 36.00, 1386.00, 7.55, 93.94
RIGHT, 127707934, "2023/10/15 3:15:53", 16000218931, LEFT, 11138.00, 83.00, 3899.00, 7.45, 87.22
RIGHT, 127713038, "2023/10/15 3:15:58", 16000218931, LEFT, 1851.00, 13.00, 568.00, 7.02, 98.69
RIGHT, 128290168, "2023/10/15 3:25:36", 16000218931, LEFT, 7833.00, 63.00, 2928.00, 8.04, 77.86
RIGHT, 128295274, "2023/10/15 3:25:41", 16000218931, LEFT, 3483.00, 23.00, 1102.00, 6.60, 103.52
RIGHT, 128531802, "2023/10/15 3:29:38", 16000218931, LEFT, 5904.00, 48.00, 2183.00, 8.13, 77.52
RIGHT, 128619875, "2023/10/15 3:31:06", 16000217412, LEFT, 4092.00, 34.00, 1365.00, 8.31, 80.21
RIGHT, 128814472, "2023/10/15 3:34:21", 16000217412, LEFT, 8503.00, 65.00, 2515.00, 7.64, 92.12
RIGHT, 128828317, "2023/10/15 3:34:35", 16000015862, RIGHT, 5369.00, 42.00, 1648.00, 7.82, 88.60
RIGHT, 128837388, "2023/10/15 3:34:44", 16000015862, LEFT, 3775.00, 33.00, 1253.00, 8.74, 76.42
RIGHT, 128971817, "2023/10/15 3:36:58", 16000217412, LEFT, 7121.00, 58.00, 2420.00, 8.14, 81.05
RIGHT, 129004569, "2023/10/15 3:37:31", 16000015862, LEFT, 999.00, 10.00, 323.00, 10.01, 67.60
RIGHT, 129204485, "2023/10/15 3:40:51", 16000218931, RIGHT, 4542.00, 37.00, 1631.00, 8.15, 78.68
RIGHT, 129213617, "2023/10/15 3:41:00", 16000218931, RIGHT, 4421.00, 32.00, 1401.00, 7.24, 94.37
RIGHT, 129285122, "2023/10/15 3:42:12", 16000218931, RIGHT, 4462.00, 31.00, 1288.00, 6.95, 102.39
RIGHT, 129388454, "2023/10/15 3:43:55", 16000015862, RIGHT, 5022.00, 38.00, 1481.00, 7.57, 93.18
RIGHT, 129468701, "2023/10/15 3:45:16", 16000217412, RIGHT, 5896.00, 49.00, 2122.00, 8.31, 77.02
RIGHT, 129498431, "2023/10/15 3:45:45", 16000089249, RIGHT, 5603.00, 47.00, 2207.00, 8.39, 72.26
RIGHT, 129695897, "2023/10/15 3:49:03", 16000217412, LEFT, 2985.00, 26.00, 965.00, 8.71, 77.69
RIGHT, 130010443, "2023/10/15 3:54:18", 16000015862, LEFT, 8099.00, 68.00, 2616.00, 8.40, 80.63
RIGHT, 130099553, "2023/10/15 3:55:47", 16000089249, RIGHT, 10573.00, 87.00, 4241.00, 8.23, 72.78
RIGHT, 130379695, "2023/10/15 4:00:27", 16000015862, LEFT, 6359.00, 56.00, 2238.00, 8.81, 73.59
RIGHT, 130458298, "2023/10/15 4:01:46", 16000089249, RIGHT, 7958.00, 64.00, 2941.00, 8.04, 78.39
RIGHT, 130622519, "2023/10/15 4:04:30", 16000089249, LEFT, 3406.00, 29.00, 1285.00, 8.51, 73.14
RIGHT, 130786388, "2023/10/15 4:07:14", 16000015862, LEFT, 4082.00, 35.00, 1316.00, 8.57, 79.03
RIGHT, 131338820, "2023/10/15 4:16:27", 16000213436, RIGHT, 6950.00, 56.00, 2450.00, 8.06, 80.36
RIGHT, 131429849, "2023/10/15 4:17:58", 16000089249, RIGHT, 15010.00, 112.00, 5565.00, 7.46, 84.33
RIGHT, 131644018, "2023/10/15 4:21:33", 16000015862, LEFT, 2806.00, 26.00, 826.00, 9.27, 76.15
RIGHT, 131959886, "2023/10/15 4:26:49", 16000089249, LEFT, 6844.00, 57.00, 2618.00, 8.33, 74.14
RIGHT, 132142353, "2023/10/15 4:29:51", 16000015862, LEFT, 12470.00, 101.00, 4125.00, 8.10, 82.62
RIGHT, 132170819, "2023/10/15 4:30:20", 16000213436, LEFT, 11138.00, 88.00, 3906.00, 7.90, 82.18
RIGHT, 132627027, "2023/10/15 4:37:56", 16000217412, LEFT, 3895.00, 32.00, 1279.00, 8.22, 81.75
RIGHT, 132903692, "2023/10/15 4:42:33", 16000089249, RIGHT, 6652.00, 57.00, 2545.00, 8.57, 72.05
RIGHT, 132913633, "2023/10/15 4:42:43", 16000015862, LEFT, 5733.00, 51.00, 1902.00, 8.90, 75.12
RIGHT, 133057336, "2023/10/15 4:45:07", 16000217412, LEFT, 11134.00, 85.00, 3580.00, 7.63, 88.87
RIGHT, 133159051, "2023/10/15 4:46:49", 16000217412, RIGHT, 5208.00, 43.00, 1800.00, 8.26, 79.26
RIGHT, 133301834, "2023/10/15 4:49:12", 16000015862, LEFT, 3074.00, 28.00, 1047.00, 9.11, 72.39
RIGHT, 133530026, "2023/10/15 4:53:00", 16000089249, RIGHT, 7798.00, 63.00, 2869.00, 8.08, 78.24
RIGHT, 133705040, "2023/10/15 4:55:55", 16000217412, RIGHT, 5210.00, 41.00, 1641.00, 7.87, 87.05
RIGHT, 133767299, "2023/10/15 4:56:58", 16000213436, LEFT, 8524.00, 69.00, 2973.00, 8.09, 80.45
RIGHT, 133806324, "2023/10/15 4:57:37", 16000213436, RIGHT, 4577.00, 35.00, 1298.00, 7.65, 93.69
RIGHT, 133941903, "2023/10/15 4:59:52", 16000213436, LEFT, 3260.00, 25.00, 925.00, 7.67, 93.40
RIGHT, 133969532, "2023/10/15 5:00:20", 16000217412, LEFT, 334.00, 4.00, 127.00, 11.98, 51.75
RIGHT, 134088325, "2023/10/15 5:02:19", 16000218931, LEFT, 1625.00, 16.00, 573.00, 9.85, 65.75
RIGHT, 134323883, "2023/10/15 5:06:15", 16000218931, LEFT, 4127.00, 35.00, 1243.00, 8.48, 82.40
RIGHT, 134381771, "2023/10/15 5:07:13", 16000217412, LEFT, 6547.00, 53.00, 2262.00, 8.10, 80.85
RIGHT, 134385776, "2023/10/15 5:07:17", 16000218931, RIGHT, 8459.00, 64.00, 2786.00, 7.57, 88.64
RIGHT, 134392116, "2023/10/15 5:07:23", 16000218931, RIGHT, 4541.00, 35.00, 1798.00, 7.71, 78.37
