Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 12991960, "2023/10/13 19:22:20", 16000235129, LEFT, 4636.00, 34.00, 1305.00, 7.33, 97.97
RIGHT, 13185110, "2023/10/13 19:25:34", 16000235129, RIGHT, 7390.00, 63.00, 2727.00, 8.53, 74.02
RIGHT, 13219700, "2023/10/13 19:26:08", 1600025167, RIGHT, 4962.00, 45.00, 1876.00, 9.07, 68.58
RIGHT, 13223299, "2023/10/13 19:26:12", 16000018020, LEFT, 6370.00, 47.00, 2125.00, 7.38, 90.32
RIGHT, 13318841, "2023/10/13 19:27:47", 160001207110, LEFT, 3351.00, 23.00, 762.00, 6.86, 112.57
RIGHT, 13336908, "2023/10/13 19:28:05", 16000025185, RIGHT, 7431.00, 58.00, 2552.00, 7.81, 84.12
RIGHT, 13525472, "2023/10/13 19:31:14", 160001207110, LEFT, 1953.00, 16.00, 531.00, 8.19, 88.87
RIGHT, 13597818, "2023/10/13 19:32:27", 160001207110, RIGHT, 1464.00, 14.00, 460.00, 9.56, 71.71
RIGHT, 13609321, "2023/10/13 19:32:38", 1600025167, RIGHT, 9057.00, 77.00, 3428.00, 8.50, 73.10
RIGHT, 13901460, "2023/10/13 19:37:31", 16000025185, RIGHT, 5023.00, 43.00, 1720.00, 8.56, 76.81
RIGHT, 13940667, "2023/10/13 19:38:10", 1600025167, RIGHT, 6238.00, 55.00, 2278.00, 8.82, 72.00
RIGHT, 13950145, "2023/10/13 19:38:19", 160001207110, RIGHT, 6274.00, 51.00, 1931.00, 8.13, 85.16
RIGHT, 14140346, "2023/10/13 19:41:30", 16000018020, RIGHT, 11836.00, 91.00, 4383.00, 7.69, 81.90
RIGHT, 14157784, "2023/10/13 19:41:47", 160001207110, RIGHT, 1554.00, 15.00, 519.00, 9.65, 69.00
RIGHT, 14232444, "2023/10/13 19:43:02", 16000025185, LEFT, 4921.00, 41.00, 1548.00, 8.33, 82.27
RIGHT, 14323553, "2023/10/13 19:44:33", 1600025167, LEFT, 5265.00, 46.00, 1793.00, 8.74, 75.48
RIGHT, 14512743, "2023/10/13 19:47:42", 160001207110, LEFT, 4144.00, 33.00, 1115.00, 7.96, 91.79
RIGHT, 14640700, "2023/10/13 19:49:50", 1600025167, RIGHT, 3983.00, 36.00, 1488.00, 9.04, 69.31
RIGHT, 14647190, "2023/10/13 19:49:57", 1600025167, RIGHT, 682.00, 7.00, 227.00, 10.26, 65.00
RIGHT, 14991418, "2023/10/13 19:55:41", 16000025185, LEFT, 6530.00, 53.00, 2225.00, 8.12, 81.23
RIGHT, 14994535, "2023/10/13 19:55:45", 16000025185, LEFT, 1525.00, 10.00, 470.00, 6.56, 105.50
RIGHT, 15038571, "2023/10/13 19:56:29", 160001207110, RIGHT, 5361.00, 46.00, 1627.00, 8.58, 81.17
RIGHT, 15065575, "2023/10/13 19:56:56", 16000018020, RIGHT, 3826.00, 33.00, 1477.00, 8.63, 71.18
RIGHT, 15088464, "2023/10/13 19:57:19", 16000018020, RIGHT, 7616.00, 61.00, 2811.00, 8.01, 78.77
RIGHT, 15132305, "2023/10/13 19:58:02", 160001207110, LEFT, 3172.00, 24.00, 824.00, 7.57, 97.83
RIGHT, 15197931, "2023/10/13 19:59:08", 16000235129, LEFT, 7551.00, 62.00, 2525.00, 8.21, 81.06
RIGHT, 15209490, "2023/10/13 19:59:20", 160001207110, LEFT, 3841.00, 33.00, 1133.00, 8.59, 82.06
RIGHT, 15287000, "2023/10/13 20:00:37", 16000235129, LEFT, 5082.00, 44.00, 1798.00, 8.66, 74.64
RIGHT, 15294065, "2023/10/13 20:00:44", 16000235129, LEFT, 4165.00, 33.00, 1586.00, 7.92, 78.15
RIGHT, 15303597, "2023/10/13 20:00:54", 1600025167, RIGHT, 13117.00, 111.00, 5080.00, 8.46, 72.41
RIGHT, 15328771, "2023/10/13 20:01:19", 16000025185, RIGHT, 2655.00, 25.00, 984.00, 9.42, 66.84
RIGHT, 15374659, "2023/10/13 20:02:05", 160001207110, RIGHT, 2540.00, 23.00, 787.00, 9.06, 76.22
RIGHT, 15455149, "2023/10/13 20:03:26", 16000018020, RIGHT, 6179.00, 50.00, 2306.00, 8.09, 77.46
RIGHT, 15508260, "2023/10/13 20:04:19", 160001207110, RIGHT, 3129.00, 28.00, 1029.00, 8.95, 75.00
RIGHT, 15554453, "2023/10/13 20:05:05", 1600025167, LEFT, 7052.00, 58.00, 2270.00, 8.22, 82.45
RIGHT, 15585412, "2023/10/13 20:05:36", 1600025167, LEFT, 3291.00, 27.00, 1048.00, 8.20, 83.07
RIGHT, 15587448, "2023/10/13 20:05:38", 160001207110, RIGHT, 1302.00, 14.00, 512.00, 10.75, 56.43
RIGHT, 15590080, "2023/10/13 20:05:41", 160001207110, RIGHT, 1511.00, 12.00, 530.00, 7.94, 81.75
RIGHT, 15602840, "2023/10/13 20:05:53", 160001207110, LEFT, 1253.00, 12.00, 426.00, 9.58, 68.92
RIGHT, 15643474, "2023/10/13 20:06:34", 16000235129, LEFT, 8353.00, 68.00, 2900.00, 8.14, 80.19
RIGHT, 15736985, "2023/10/13 20:08:08", 16000235129, RIGHT, 3559.00, 34.00, 1240.00, 9.55, 68.21
RIGHT, 16076866, "2023/10/13 20:13:48", 160001207110, LEFT, 4537.00, 26.00, 1022.00, 5.73, 135.19
RIGHT, 16097753, "2023/10/13 20:14:09", 16000025185, RIGHT, 2448.00, 23.00, 889.00, 9.40, 67.78
RIGHT, 16238121, "2023/10/13 20:16:29", 16000018020, LEFT, 5905.00, 49.00, 1992.00, 8.30, 79.86
RIGHT, 16243662, "2023/10/13 20:16:35", 16000018020, LEFT, 3891.00, 30.00, 1349.00, 7.71, 84.73
RIGHT, 16278822, "2023/10/13 20:17:10", 1600025167, RIGHT, 14464.00, 99.00, 4292.00, 6.84, 102.75
RIGHT, 16304232, "2023/10/13 20:17:35", 16000235129, RIGHT, 10944.00, 92.00, 4231.00, 8.41, 72.97
RIGHT, 16347474, "2023/10/13 20:18:19", 16000025185, LEFT, 1478.00, 14.00, 547.00, 9.47, 66.50
RIGHT, 16347871, "2023/10/13 20:18:19", 1600025167, RIGHT, 7587.00, 65.00, 2839.00, 8.57, 73.05
RIGHT, 16373812, "2023/10/13 20:18:45", 16000235129, LEFT, 6304.00, 51.00, 2070.00, 8.09, 83.02
RIGHT, 16453247, "2023/10/13 20:20:05", 160001207110, LEFT, 2881.00, 23.00, 790.00, 7.98, 90.91
RIGHT, 16593442, "2023/10/13 20:22:25", 16000025185, RIGHT, 4678.00, 38.00, 1591.00, 8.12, 81.24
RIGHT, 16694483, "2023/10/13 20:24:06", 160001207110, RIGHT, 1842.00, 17.00, 636.00, 9.23, 70.94
RIGHT, 16716030, "2023/10/13 20:24:28", 160001207110, LEFT, 3786.00, 35.00, 1260.00, 9.24, 72.17
RIGHT, 16731746, "2023/10/13 20:24:43", 1600025167, RIGHT, 7147.00, 61.00, 2558.00, 8.54, 75.23
RIGHT, 16985692, "2023/10/13 20:28:57", 160001207110, RIGHT, 4593.00, 42.00, 1444.00, 9.14, 74.98
RIGHT, 17180129, "2023/10/13 20:32:12", 160001207110, LEFT, 3084.00, 17.00, 604.00, 5.51, 145.88
RIGHT, 17216170, "2023/10/13 20:32:48", 16000025185, RIGHT, 5235.00, 44.00, 1875.00, 8.40, 76.36
RIGHT, 17461405, "2023/10/13 20:36:54", 1600025167, RIGHT, 9196.00, 80.00, 3437.00, 8.70, 71.99
RIGHT, 17579923, "2023/10/13 20:38:52", 160001207110, RIGHT, 2615.00, 24.00, 825.00, 9.18, 74.58
RIGHT, 17588786, "2023/10/13 20:39:01", 160001207110, RIGHT, 1751.00, 17.00, 648.00, 9.71, 64.88
RIGHT, 17797109, "2023/10/13 20:42:30", 16000025185, LEFT, 4674.00, 38.00, 1450.00, 8.13, 84.84
RIGHT, 17909846, "2023/10/13 20:44:22", 16000235129, LEFT, 3356.00, 31.00, 1096.00, 9.24, 72.90
RIGHT, 17917190, "2023/10/13 20:44:30", 16000235129, LEFT, 2655.00, 24.00, 982.00, 9.04, 69.71
RIGHT, 18051861, "2023/10/13 20:46:45", 160001207110, RIGHT, 6169.00, 49.00, 1930.00, 7.94, 86.51
RIGHT, 18075583, "2023/10/13 20:47:08", 16000235129, LEFT, 6023.00, 51.00, 2169.00, 8.47, 75.57
RIGHT, 18082509, "2023/10/13 20:47:15", 16000235129, LEFT, 4165.00, 33.00, 1498.00, 7.92, 80.82
RIGHT, 18161500, "2023/10/13 20:48:34", 1600025167, LEFT, 6779.00, 60.00, 2444.00, 8.85, 72.25
RIGHT, 18273650, "2023/10/13 20:50:27", 16000025185, LEFT, 6641.00, 54.00, 2350.00, 8.13, 79.46
RIGHT, 18317633, "2023/10/13 20:51:11", 160001207110, RIGHT, 3942.00, 35.00, 1322.00, 8.88, 74.86
RIGHT, 18348559, "2023/10/13 20:51:42", 160001207110, RIGHT, 2332.00, 23.00, 828.00, 9.86, 65.39
RIGHT, 18590115, "2023/10/13 20:55:43", 16000018020, RIGHT, 4845.00, 39.00, 1701.00, 8.05, 80.62
RIGHT, 18677190, "2023/10/13 20:57:10", 160001207110, LEFT, 3574.00, 24.00, 868.00, 6.72, 112.75
RIGHT, 18875802, "2023/10/13 21:00:29", 1600025167, LEFT, 6865.00, 57.00, 2471.00, 8.30, 77.09
RIGHT, 19063819, "2023/10/13 21:03:37", 16000025185, RIGHT, 1050.00, 11.00, 419.00, 10.48, 57.36
RIGHT, 19593842, "2023/10/13 21:12:28", 1600025167, RIGHT, 1101.00, 11.00, 349.00, 9.99, 68.36
RIGHT, 19613018, "2023/10/13 21:12:47", 16000025185, LEFT, 5355.00, 41.00, 1604.00, 7.66, 91.49
RIGHT, 19632647, "2023/10/13 21:13:07", 160001207110, LEFT, 3346.00, 30.00, 1001.00, 8.97, 78.17
RIGHT, 19808540, "2023/10/13 21:16:03", 160001207110, RIGHT, 1847.00, 19.00, 665.00, 10.29, 62.21
RIGHT, 20012910, "2023/10/13 21:19:27", 160001207110, RIGHT, 1031.00, 11.00, 393.00, 10.67, 58.00
RIGHT, 20578249, "2023/10/13 21:28:53", 160001207110, RIGHT, 2004.00, 19.00, 690.00, 9.48, 69.16
RIGHT, 20582710, "2023/10/13 21:28:58", 160001207110, RIGHT, 782.00, 8.00, 236.00, 10.23, 68.25
RIGHT, 20679833, "2023/10/13 21:30:35", 16000025185, RIGHT, 12255.00, 88.00, 4546.00, 7.18, 87.60
RIGHT, 20703873, "2023/10/13 21:30:59", 1600025167, RIGHT, 10302.00, 86.00, 3918.00, 8.35, 74.23
RIGHT, 20753476, "2023/10/13 21:31:49", 160001207110, RIGHT, 1489.00, 15.00, 612.00, 10.07, 58.47
RIGHT, 21053697, "2023/10/13 21:36:49", 1600025167, RIGHT, 14909.00, 104.00, 4392.00, 6.98, 101.12
RIGHT, 21069960, "2023/10/13 21:37:05", 16000025185, RIGHT, 7253.00, 57.00, 2697.00, 7.86, 79.93
RIGHT, 22136848, "2023/10/13 21:54:53", 160001207110, LEFT, 8298.00, 38.00, 1579.00, 4.58, 176.82
RIGHT, 22419668, "2023/10/13 21:59:36", 16000025185, RIGHT, 7905.00, 64.00, 2893.00, 8.10, 78.31
RIGHT, 22460113, "2023/10/13 22:00:17", 1600025167, RIGHT, 3407.00, 30.00, 1077.00, 8.81, 77.67
RIGHT, 23063792, "2023/10/13 22:10:21", 16000235129, RIGHT, 11601.00, 84.00, 3905.00, 7.24, 91.62
RIGHT, 23592342, "2023/10/13 22:19:10", 16000235129, RIGHT, 6592.00, 55.00, 2493.00, 8.34, 74.53
RIGHT, 23777368, "2023/10/13 22:22:15", 16000235129, RIGHT, 9015.00, 73.00, 3384.00, 8.10, 77.14
RIGHT, 23860694, "2023/10/13 22:23:38", 16000018020, RIGHT, 8035.00, 65.00, 3053.00, 8.09, 76.65
RIGHT, 23864060, "2023/10/13 22:23:42", 16000018020, RIGHT, 2382.00, 19.00, 1011.00, 7.98, 72.16
RIGHT, 23881831, "2023/10/13 22:24:00", 16000018020, RIGHT, 2054.00, 18.00, 769.00, 8.76, 71.39
RIGHT, 24404697, "2023/10/13 22:32:43", 16000018020, LEFT, 5609.00, 34.00, 1389.00, 6.06, 124.12
RIGHT, 24483408, "2023/10/13 22:34:02", 16000018020, LEFT, 3825.00, 34.00, 1359.00, 8.89, 72.53
RIGHT, 24491043, "2023/10/13 22:34:09", 16000018020, LEFT, 2549.00, 21.00, 851.00, 8.24, 80.86
RIGHT, 24579749, "2023/10/13 22:35:38", 16000018020, RIGHT, 2091.00, 20.00, 896.00, 9.56, 59.75
RIGHT, 24597714, "2023/10/13 22:35:56", 16000235129, RIGHT, 9100.00, 74.00, 3139.00, 8.13, 80.55
RIGHT, 24700603, "2023/10/13 22:37:39", 16000018020, RIGHT, 10150.00, 74.00, 3469.00, 7.29, 90.28
RIGHT, 24705726, "2023/10/13 22:37:44", 16000018020, RIGHT, 1146.00, 10.00, 426.00, 8.73, 72.00
RIGHT, 25693911, "2023/10/13 22:54:13", 16000018020, RIGHT, 5330.00, 45.00, 1985.00, 8.44, 74.33
RIGHT, 26028352, "2023/10/13 22:59:48", 16000018020, LEFT, 5583.00, 44.00, 1798.00, 7.88, 86.02
RIGHT, 26235902, "2023/10/13 23:03:16", 16000235129, LEFT, 10145.00, 82.00, 3868.00, 8.08, 76.55
RIGHT, 26249435, "2023/10/13 23:03:29", 16000018020, RIGHT, 4628.00, 40.00, 1698.00, 8.64, 73.25
RIGHT, 26448114, "2023/10/13 23:06:48", 16000018020, RIGHT, 4452.00, 38.00, 1557.00, 8.54, 76.18
RIGHT, 26460224, "2023/10/13 23:07:00", 16000235129, RIGHT, 6173.00, 53.00, 2427.00, 8.59, 70.68
RIGHT, 26866667, "2023/10/13 23:13:47", 16000018020, RIGHT, 5982.00, 52.00, 2256.00, 8.69, 71.65
RIGHT, 26872899, "2023/10/13 23:13:53", 16000018020, RIGHT, 3438.00, 28.00, 1228.00, 8.14, 78.93
RIGHT, 27218092, "2023/10/13 23:19:39", 16000235129, LEFT, 8782.00, 70.00, 2926.00, 7.97, 83.66
RIGHT, 27778096, "2023/10/13 23:28:59", 1600025167, LEFT, 9165.00, 76.00, 3290.00, 8.29, 77.30
RIGHT, 28049053, "2023/10/13 23:33:30", 16000235129, LEFT, 2085.00, 21.00, 688.00, 10.07, 66.52
RIGHT, 28061873, "2023/10/13 23:33:43", 16000018020, RIGHT, 4430.00, 36.00, 1473.00, 8.13, 82.14
RIGHT, 28088433, "2023/10/13 23:34:10", 1600025167, RIGHT, 8354.00, 70.00, 3179.00, 8.38, 73.93
RIGHT, 28346104, "2023/10/13 23:38:28", 16000235129, LEFT, 4513.00, 41.00, 1555.00, 9.08, 72.15
RIGHT, 28381388, "2023/10/13 23:39:03", 1600025167, LEFT, 7073.00, 60.00, 2575.00, 8.48, 74.97
RIGHT, 28400211, "2023/10/13 23:39:22", 1600025167, RIGHT, 2397.00, 21.00, 869.00, 8.76, 72.76
RIGHT, 28424410, "2023/10/13 23:39:46", 160001207110, RIGHT, 5310.00, 37.00, 1400.00, 6.97, 105.68
RIGHT, 28574675, "2023/10/13 23:42:16", 1600025167, LEFT, 2287.00, 22.00, 816.00, 9.62, 66.86
RIGHT, 28584254, "2023/10/13 23:42:26", 16000018020, LEFT, 3296.00, 30.00, 1104.00, 9.10, 73.07
RIGHT, 28587270, "2023/10/13 23:42:29", 16000018020, LEFT, 1005.00, 9.00, 379.00, 8.96, 69.56
RIGHT, 28702482, "2023/10/13 23:44:24", 160001207110, LEFT, 3428.00, 30.00, 1075.00, 8.75, 78.43
RIGHT, 28778074, "2023/10/13 23:45:40", 160001207110, LEFT, 4507.00, 38.00, 1373.00, 8.43, 82.47
RIGHT, 28830014, "2023/10/13 23:46:32", 1600025167, LEFT, 5345.00, 41.00, 1664.00, 7.67, 89.78
RIGHT, 28907096, "2023/10/13 23:47:49", 160001207110, RIGHT, 4290.00, 38.00, 1516.00, 8.86, 73.00
RIGHT, 29128048, "2023/10/13 23:51:30", 160001207110, RIGHT, 3129.00, 29.00, 1179.00, 9.27, 67.24
RIGHT, 29132346, "2023/10/13 23:51:35", 16000018020, LEFT, 12758.00, 76.00, 3523.00, 5.96, 121.51
RIGHT, 29139819, "2023/10/13 23:51:42", 1600025167, LEFT, 3200.00, 31.00, 1241.00, 9.69, 63.19
RIGHT, 29142897, "2023/10/13 23:51:45", 1600025167, LEFT, 1877.00, 17.00, 726.00, 9.06, 67.71
RIGHT, 29148735, "2023/10/13 23:51:51", 16000018020, LEFT, 1429.00, 14.00, 580.00, 9.80, 60.64
RIGHT, 29165987, "2023/10/13 23:52:08", 1600025167, RIGHT, 5183.00, 45.00, 1962.00, 8.68, 71.58
RIGHT, 29172538, "2023/10/13 23:52:15", 1600025167, LEFT, 2176.00, 18.00, 692.00, 8.27, 82.44
RIGHT, 29296002, "2023/10/13 23:54:18", 160001207110, LEFT, 6774.00, 53.00, 1926.00, 7.82, 91.47
RIGHT, 29318697, "2023/10/13 23:54:41", 160001207110, RIGHT, 1292.00, 13.00, 533.00, 10.06, 58.38
RIGHT, 29396174, "2023/10/13 23:55:59", 160001207110, LEFT, 2756.00, 25.00, 820.00, 9.07, 77.44
RIGHT, 29464023, "2023/10/13 23:57:07", 160001207110, LEFT, 782.00, 9.00, 267.00, 11.51, 57.22
RIGHT, 29647539, "2023/10/14 0:00:10", 160001207110, RIGHT, 1746.00, 17.00, 596.00, 9.74, 67.65
RIGHT, 29706278, "2023/10/14 0:01:09", 16000025185, LEFT, 2155.00, 20.00, 800.00, 9.28, 67.75
RIGHT, 29736191, "2023/10/14 0:01:39", 16000025185, RIGHT, 3171.00, 28.00, 1204.00, 8.83, 70.25
RIGHT, 30073970, "2023/10/14 0:07:17", 16000025185, LEFT, 884.00, 9.00, 348.00, 10.18, 59.56
RIGHT, 30088812, "2023/10/14 0:07:32", 160001207110, RIGHT, 1908.00, 18.00, 630.00, 9.43, 71.00
RIGHT, 30160298, "2023/10/14 0:08:43", 1600025167, LEFT, 5152.00, 47.00, 1762.00, 9.12, 72.13
RIGHT, 30168398, "2023/10/14 0:08:52", 16000025185, RIGHT, 4714.00, 40.00, 1765.00, 8.49, 73.72
RIGHT, 30184507, "2023/10/14 0:09:08", 16000025185, RIGHT, 2316.00, 20.00, 831.00, 8.64, 74.25
RIGHT, 30253867, "2023/10/14 0:10:17", 160001207110, RIGHT, 3962.00, 37.00, 1442.00, 9.34, 68.11
RIGHT, 30312212, "2023/10/14 0:11:16", 160001207110, RIGHT, 6203.00, 56.00, 2507.00, 9.03, 66.00
RIGHT, 30389146, "2023/10/14 0:12:33", 16000025185, RIGHT, 3705.00, 33.00, 1322.00, 8.91, 72.21
RIGHT, 30477423, "2023/10/14 0:14:01", 160001207110, RIGHT, 3000.00, 28.00, 992.00, 9.33, 71.71
RIGHT, 30635041, "2023/10/14 0:16:39", 1600025167, LEFT, 268.00, 4.00, 98.00, 14.93, 42.50
RIGHT, 30644591, "2023/10/14 0:16:48", 1600025167, LEFT, 7166.00, 59.00, 2371.00, 8.23, 81.27
RIGHT, 30660585, "2023/10/14 0:17:04", 160001207110, LEFT, 3639.00, 30.00, 1052.00, 8.24, 86.23
RIGHT, 30673627, "2023/10/14 0:17:17", 1600025167, RIGHT, 2756.00, 24.00, 881.00, 8.71, 78.12
RIGHT, 30786665, "2023/10/14 0:19:10", 16000025185, LEFT, 7459.00, 59.00, 2508.00, 7.91, 83.92
RIGHT, 30929284, "2023/10/14 0:21:33", 16000025185, LEFT, 4218.00, 34.00, 1432.00, 8.06, 81.94
RIGHT, 30997802, "2023/10/14 0:22:42", 160001207110, RIGHT, 1948.00, 19.00, 665.00, 9.75, 67.53
RIGHT, 31062185, "2023/10/14 0:23:46", 16000018020, RIGHT, 2917.00, 26.00, 1003.00, 8.91, 73.62
RIGHT, 31219064, "2023/10/14 0:26:23", 160001207110, RIGHT, 2230.00, 22.00, 802.00, 9.87, 64.91
RIGHT, 31225497, "2023/10/14 0:26:30", 160001207110, RIGHT, 2175.00, 20.00, 716.00, 9.20, 72.95
RIGHT, 31235431, "2023/10/14 0:26:40", 160001207110, LEFT, 2484.00, 16.00, 620.00, 6.44, 116.50
RIGHT, 31311905, "2023/10/14 0:27:56", 16000025185, RIGHT, 7544.00, 52.00, 2280.00, 6.89, 101.23
RIGHT, 31484863, "2023/10/14 0:30:49", 1600025167, LEFT, 8848.00, 77.00, 3265.00, 8.70, 72.51
RIGHT, 31555670, "2023/10/14 0:32:00", 16000025185, LEFT, 4365.00, 35.00, 1432.00, 8.02, 83.80
RIGHT, 31796995, "2023/10/14 0:36:02", 160001207110, LEFT, 3838.00, 30.00, 1015.00, 7.82, 94.10
RIGHT, 31833395, "2023/10/14 0:36:38", 160001207110, LEFT, 3038.00, 24.00, 828.00, 7.90, 92.08
RIGHT, 32015502, "2023/10/14 0:39:40", 16000025185, RIGHT, 4042.00, 32.00, 1366.00, 7.92, 83.62
RIGHT, 32379110, "2023/10/14 0:45:44", 160001207110, LEFT, 2661.00, 21.00, 712.00, 7.89, 92.81
RIGHT, 32700927, "2023/10/14 0:51:06", 160001207110, LEFT, 1377.00, 13.00, 359.00, 9.44, 78.31
RIGHT, 34213080, "2023/10/14 1:16:20", 16000025185, RIGHT, 6006.00, 50.00, 2143.00, 8.33, 77.26
RIGHT, 34901018, "2023/10/14 1:27:48", 16000025185, LEFT, 5559.00, 24.00, 1056.00, 4.32, 187.63
RIGHT, 40227802, "2023/10/14 2:56:40", 1600025167, RIGHT, 11017.00, 87.00, 4297.00, 7.90, 77.24
RIGHT, 40570601, "2023/10/14 3:02:23", 1600025167, LEFT, 6692.00, 42.00, 1650.00, 6.28, 120.05
RIGHT, 40699224, "2023/10/14 3:04:32", 1600025167, LEFT, 3734.00, 30.00, 1236.00, 8.03, 83.27
RIGHT, 41014306, "2023/10/14 3:09:47", 1600025167, RIGHT, 7782.00, 67.00, 2729.00, 8.61, 75.42
RIGHT, 41335119, "2023/10/14 3:15:08", 1600025167, LEFT, 6566.00, 55.00, 2126.00, 8.38, 80.73
RIGHT, 41804453, "2023/10/14 3:22:58", 1600025167, RIGHT, 10971.00, 88.00, 3707.00, 8.02, 82.55
RIGHT, 43005317, "2023/10/14 3:43:00", 16000235129, LEFT, 6606.00, 46.00, 1947.00, 6.96, 101.28
RIGHT, 43079263, "2023/10/14 3:44:14", 16000235129, RIGHT, 5148.00, 44.00, 1935.00, 8.55, 73.02
RIGHT, 43098791, "2023/10/14 3:44:33", 1600025167, RIGHT, 5521.00, 50.00, 1988.00, 9.06, 70.66
RIGHT, 43299934, "2023/10/14 3:47:55", 1600025167, RIGHT, 5007.00, 38.00, 1495.00, 7.59, 92.42
RIGHT, 43838246, "2023/10/14 3:56:53", 16000018020, LEFT, 5793.00, 40.00, 1722.00, 6.90, 101.77
RIGHT, 43936450, "2023/10/14 3:58:32", 16000018020, RIGHT, 6127.00, 48.00, 2080.00, 7.83, 84.31
RIGHT, 44063397, "2023/10/14 4:00:39", 16000018020, RIGHT, 9781.00, 75.00, 3654.00, 7.67, 81.69
RIGHT, 44448555, "2023/10/14 4:07:04", 16000018020, RIGHT, 5363.00, 46.00, 1978.00, 8.58, 73.59
RIGHT, 44673686, "2023/10/14 4:10:49", 16000018020, RIGHT, 1726.00, 16.00, 581.00, 9.27, 71.56
RIGHT, 44725531, "2023/10/14 4:11:41", 16000018020, LEFT, 4341.00, 35.00, 1423.00, 8.06, 83.37
