Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 125464967, "2023/10/15 2:38:35", 160001207110, LEFT, 1499.00, 14.00, 426.00, 9.34, 76.64
RIGHT, 125682304, "2023/10/15 2:42:12", 160001207110, RIGHT, 1514.00, 16.00, 537.00, 10.57, 61.06
RIGHT, 125694336, "2023/10/15 2:42:24", 16000025185, LEFT, 4980.00, 41.00, 1620.00, 8.23, 81.95
RIGHT, 125772124, "2023/10/15 2:43:42", 160001207110, LEFT, 1660.00, 16.00, 536.00, 9.64, 70.25
RIGHT, 125794339, "2023/10/15 2:44:04", 1600025167, LEFT, 10821.00, 82.00, 3306.00, 7.58, 91.65
RIGHT, 125976144, "2023/10/15 2:47:06", 160001207110, RIGHT, 621.00, 7.00, 277.00, 11.27, 49.14
RIGHT, 126055086, "2023/10/15 2:48:25", 160001207110, LEFT, 1640.00, 17.00, 563.00, 10.37, 63.35
RIGHT, 126122749, "2023/10/15 2:49:33", 16000025185, RIGHT, 7157.00, 56.00, 2556.00, 7.82, 82.16
RIGHT, 126185211, "2023/10/15 2:50:36", 160001207110, RIGHT, 2221.00, 22.00, 825.00, 9.91, 63.45
RIGHT, 126296324, "2023/10/15 2:52:27", 16000025185, LEFT, 3882.00, 32.00, 1252.00, 8.24, 82.19
RIGHT, 126392134, "2023/10/15 2:54:03", 160001207110, RIGHT, 1762.00, 18.00, 742.00, 10.22, 56.67
RIGHT, 126465905, "2023/10/15 2:55:17", 160001207110, LEFT, 2342.00, 19.00, 677.00, 8.11, 87.63
RIGHT, 126476771, "2023/10/15 2:55:28", 16000025185, LEFT, 2565.00, 20.00, 779.00, 7.80, 89.30
RIGHT, 126480002, "2023/10/15 2:55:31", 16000025185, LEFT, 591.00, 5.00, 256.00, 8.46, 67.00
RIGHT, 126553285, "2023/10/15 2:56:44", 160001207110, LEFT, 1101.00, 12.00, 464.00, 10.90, 53.08
RIGHT, 127020540, "2023/10/15 3:04:32", 160001207110, LEFT, 4320.00, 32.00, 1150.00, 7.41, 99.06
RIGHT, 127237240, "2023/10/15 3:08:09", 16000025185, LEFT, 5466.00, 45.00, 1975.00, 8.23, 77.58
RIGHT, 127491289, "2023/10/15 3:12:23", 160001207110, RIGHT, 2841.00, 26.00, 979.00, 9.15, 71.62
RIGHT, 127577003, "2023/10/15 3:13:49", 160001207110, RIGHT, 2039.00, 20.00, 783.00, 9.81, 62.80
RIGHT, 127608972, "2023/10/15 3:14:21", 160001207110, RIGHT, 570.00, 7.00, 246.00, 12.28, 46.29
RIGHT, 127610576, "2023/10/15 3:14:22", 160001207110, RIGHT, 550.00, 6.00, 268.00, 10.91, 47.00
RIGHT, 128308517, "2023/10/15 3:26:01", 160001207110, RIGHT, 1396.00, 14.00, 491.00, 10.03, 64.64
RIGHT, 128345174, "2023/10/15 3:26:38", 160001207110, LEFT, 509.00, 5.00, 160.00, 9.82, 69.80
RIGHT, 128633850, "2023/10/15 3:31:26", 1600025167, LEFT, 6636.00, 46.00, 2016.00, 6.93, 100.43
RIGHT, 128724429, "2023/10/15 3:32:57", 160001207110, RIGHT, 3079.00, 26.00, 1036.00, 8.44, 78.58
RIGHT, 128972455, "2023/10/15 3:37:05", 160001207110, RIGHT, 1236.00, 13.00, 529.00, 10.52, 54.38
RIGHT, 129050613, "2023/10/15 3:38:24", 160001207110, LEFT, 1322.00, 12.00, 387.00, 9.08, 77.92
RIGHT, 129056481, "2023/10/15 3:38:29", 16000025185, RIGHT, 9604.00, 74.00, 3168.00, 7.71, 86.97
RIGHT, 129165873, "2023/10/15 3:40:19", 1600025167, RIGHT, 13098.00, 108.00, 5041.00, 8.25, 74.60
RIGHT, 129171965, "2023/10/15 3:40:25", 1600025167, RIGHT, 1625.00, 14.00, 594.00, 8.62, 73.64
RIGHT, 129476822, "2023/10/15 3:45:30", 16000235129, LEFT, 9270.00, 70.00, 3062.00, 7.55, 88.69
RIGHT, 129569563, "2023/10/15 3:47:03", 16000235129, LEFT, 7443.00, 60.00, 2648.00, 8.06, 79.92
RIGHT, 129631007, "2023/10/15 3:48:04", 160001207110, RIGHT, 4111.00, 35.00, 1356.00, 8.51, 78.71
RIGHT, 129662877, "2023/10/15 3:48:36", 160001207110, LEFT, 1897.00, 18.00, 648.00, 9.49, 69.39
RIGHT, 129789932, "2023/10/15 3:50:44", 16000025185, RIGHT, 9296.00, 70.00, 3236.00, 7.53, 86.57
RIGHT, 130055345, "2023/10/15 3:55:09", 160001207110, RIGHT, 1535.00, 16.00, 548.00, 10.42, 61.69
RIGHT, 130118085, "2023/10/15 3:56:12", 16000235129, LEFT, 4305.00, 37.00, 1477.00, 8.59, 76.43
RIGHT, 130175504, "2023/10/15 3:57:09", 16000235129, LEFT, 7006.00, 57.00, 2662.00, 8.14, 76.21
RIGHT, 130191046, "2023/10/15 3:57:25", 160001207110, RIGHT, 863.00, 10.00, 334.00, 11.59, 52.90
RIGHT, 130217985, "2023/10/15 3:57:52", 160001207110, RIGHT, 374.00, 5.00, 177.00, 13.37, 39.40
RIGHT, 130275959, "2023/10/15 3:58:50", 160001207110, RIGHT, 491.00, 6.00, 199.00, 12.22, 48.67
RIGHT, 131382265, "2023/10/15 4:17:17", 16000235129, LEFT, 5592.00, 47.00, 1974.00, 8.40, 76.98
RIGHT, 131416241, "2023/10/15 4:17:51", 160001207110, LEFT, 5556.00, 39.00, 1509.00, 7.02, 103.77
RIGHT, 131533202, "2023/10/15 4:19:48", 1600025167, RIGHT, 11856.00, 97.00, 4775.00, 8.18, 73.00
RIGHT, 131759405, "2023/10/15 4:23:35", 160001207110, RIGHT, 1772.00, 17.00, 649.00, 9.59, 66.06
RIGHT, 131890589, "2023/10/15 4:25:46", 1600025167, RIGHT, 7843.00, 66.00, 2962.00, 8.42, 73.95
RIGHT, 132000871, "2023/10/15 4:27:36", 1600025167, LEFT, 5163.00, 46.00, 1773.00, 8.91, 73.70
RIGHT, 132077162, "2023/10/15 4:28:53", 16000018020, LEFT, 8624.00, 59.00, 2617.00, 6.84, 101.81
RIGHT, 132131152, "2023/10/15 4:29:47", 160001207110, LEFT, 3179.00, 23.00, 912.00, 7.23, 98.57
RIGHT, 132138938, "2023/10/15 4:29:55", 16000018020, LEFT, 4456.00, 35.00, 1471.00, 7.85, 85.29
RIGHT, 132148472, "2023/10/15 4:30:04", 160001207110, LEFT, 1378.00, 14.00, 473.00, 10.16, 64.64
RIGHT, 132305360, "2023/10/15 4:32:41", 160001207110, LEFT, 1732.00, 17.00, 600.00, 9.82, 66.59
RIGHT, 132307184, "2023/10/15 4:32:43", 1600025167, RIGHT, 9230.00, 73.00, 3259.00, 7.91, 81.79
RIGHT, 133089127, "2023/10/15 4:45:46", 16000025185, LEFT, 8656.00, 65.00, 2890.00, 7.51, 88.71
RIGHT, 133253443, "2023/10/15 4:48:30", 16000018020, RIGHT, 7430.00, 61.00, 2766.00, 8.21, 76.46
RIGHT, 133283047, "2023/10/15 4:49:00", 16000018020, LEFT, 3220.00, 27.00, 1136.00, 8.39, 77.19
RIGHT, 133523179, "2023/10/15 4:53:00", 1600025167, LEFT, 10851.00, 83.00, 3799.00, 7.65, 84.96
RIGHT, 133595910, "2023/10/15 4:54:13", 16000025185, RIGHT, 8873.00, 70.00, 3465.00, 7.89, 77.26
RIGHT, 133940901, "2023/10/15 4:59:58", 16000018020, LEFT, 5132.00, 42.00, 1746.00, 8.18, 80.62
RIGHT, 134006833, "2023/10/15 5:01:04", 16000018020, RIGHT, 802.00, 9.00, 319.00, 11.22, 53.67
RIGHT, 134196200, "2023/10/15 5:04:14", 16000235129, LEFT, 6294.00, 50.00, 2009.00, 7.94, 85.70
RIGHT, 134221957, "2023/10/15 5:04:39", 16000025185, RIGHT, 4804.00, 37.00, 1580.00, 7.70, 87.14
RIGHT, 134466254, "2023/10/15 5:08:44", 16000235129, LEFT, 5485.00, 46.00, 1898.00, 8.39, 77.98
RIGHT, 134565713, "2023/10/15 5:10:23", 1600025167, RIGHT, 7712.00, 66.00, 2919.00, 8.56, 72.62
RIGHT, 134621172, "2023/10/15 5:11:19", 16000018020, LEFT, 3816.00, 32.00, 1223.00, 8.39, 81.03
RIGHT, 134680574, "2023/10/15 5:12:18", 16000235129, RIGHT, 9272.00, 73.00, 3596.00, 7.87, 77.75
RIGHT, 134920477, "2023/10/15 5:16:19", 16000025185, RIGHT, 6516.00, 51.00, 2236.00, 7.83, 83.92
RIGHT, 134981753, "2023/10/15 5:17:20", 16000235129, LEFT, 3608.00, 31.00, 1112.00, 8.59, 80.52
RIGHT, 135536965, "2023/10/15 5:26:36", 16000025185, RIGHT, 8065.00, 62.00, 2752.00, 7.69, 85.69
RIGHT, 135543610, "2023/10/15 5:26:42", 16000235129, LEFT, 13369.00, 103.00, 4789.00, 7.70, 83.30
RIGHT, 135755169, "2023/10/15 5:30:14", 1600025167, LEFT, 6202.00, 50.00, 2100.00, 8.06, 82.04
RIGHT, 136839098, "2023/10/15 5:48:19", 16000235129, LEFT, 4507.00, 36.00, 1391.00, 7.99, 86.56
RIGHT, 136913300, "2023/10/15 5:49:33", 1600025167, RIGHT, 16502.00, 133.00, 6299.00, 8.06, 76.71
RIGHT, 137780643, "2023/10/15 6:04:01", 16000235129, RIGHT, 3984.00, 34.00, 1507.00, 8.53, 72.85
RIGHT, 138528641, "2023/10/15 6:16:30", 1600025167, LEFT, 9906.00, 65.00, 2808.00, 6.56, 109.20
RIGHT, 138603981, "2023/10/15 6:17:45", 16000235129, LEFT, 8248.00, 67.00, 2924.00, 8.12, 79.46
RIGHT, 139207332, "2023/10/15 6:27:49", 16000235129, RIGHT, 6985.00, 58.00, 2816.00, 8.30, 71.88
RIGHT, 143620607, "2023/10/15 7:41:27", 16000025185, RIGHT, 1101.00, 9.00, 346.00, 8.17, 83.89
RIGHT, 143764151, "2023/10/15 7:43:50", 160001207110, RIGHT, 1789.00, 18.00, 613.00, 10.06, 65.33
RIGHT, 143846971, "2023/10/15 7:45:13", 160001207110, LEFT, 2885.00, 14.00, 514.00, 4.85, 169.36
RIGHT, 143937321, "2023/10/15 7:46:44", 1600025167, LEFT, 8968.00, 75.00, 3243.00, 8.36, 76.33
RIGHT, 144122010, "2023/10/15 7:49:49", 160001207110, LEFT, 1410.00, 12.00, 408.00, 8.51, 83.50
RIGHT, 144494578, "2023/10/15 7:56:02", 1600025167, RIGHT, 9618.00, 81.00, 3646.00, 8.42, 73.73
RIGHT, 144593162, "2023/10/15 7:57:40", 16000018020, LEFT, 5098.00, 39.00, 1712.00, 7.65, 86.82
RIGHT, 144605432, "2023/10/15 7:57:52", 16000018020, RIGHT, 3138.00, 26.00, 1158.00, 8.29, 76.15
RIGHT, 144701916, "2023/10/15 7:59:29", 160001207110, RIGHT, 1511.00, 14.00, 495.00, 9.27, 72.57
RIGHT, 144703835, "2023/10/15 7:59:31", 16000018020, LEFT, 5275.00, 40.00, 1756.00, 7.58, 87.97
RIGHT, 144707645, "2023/10/15 7:59:35", 16000018020, LEFT, 2107.00, 17.00, 806.00, 8.07, 76.53
RIGHT, 144736743, "2023/10/15 8:00:04", 160001207110, RIGHT, 1350.00, 13.00, 528.00, 9.63, 63.23
RIGHT, 144888977, "2023/10/15 8:02:36", 16000018020, LEFT, 7092.00, 58.00, 2567.00, 8.18, 78.02
RIGHT, 144926087, "2023/10/15 8:03:13", 160001207110, RIGHT, 1747.00, 17.00, 618.00, 9.73, 66.41
RIGHT, 144940692, "2023/10/15 8:03:28", 160001207110, LEFT, 395.00, 5.00, 167.00, 12.66, 45.60
RIGHT, 144977362, "2023/10/15 8:04:05", 1600025167, LEFT, 3515.00, 33.00, 1271.00, 9.39, 68.00
RIGHT, 145005646, "2023/10/15 8:04:33", 16000025185, RIGHT, 233.00, 3.00, 97.00, 12.88, 45.33
RIGHT, 145030394, "2023/10/15 8:04:58", 1600025167, LEFT, 4662.00, 39.00, 1579.00, 8.37, 79.05
RIGHT, 145086472, "2023/10/15 8:05:54", 16000235129, RIGHT, 4836.00, 39.00, 1800.00, 8.06, 77.85
RIGHT, 145091853, "2023/10/15 8:05:59", 16000018020, LEFT, 1777.00, 14.00, 507.00, 7.88, 90.71
RIGHT, 145097940, "2023/10/15 8:06:05", 16000018020, LEFT, 1490.00, 13.00, 543.00, 8.72, 72.85
RIGHT, 145528916, "2023/10/15 8:13:17", 16000235129, LEFT, 1136.00, 12.00, 398.00, 10.56, 61.50
RIGHT, 145568210, "2023/10/15 8:13:56", 16000235129, LEFT, 5987.00, 48.00, 1913.00, 8.02, 84.87
RIGHT, 145764593, "2023/10/15 8:17:13", 16000235129, LEFT, 4405.00, 37.00, 1508.00, 8.40, 78.30
RIGHT, 145936079, "2023/10/15 8:20:04", 16000018020, LEFT, 1390.00, 14.00, 482.00, 10.07, 64.86
RIGHT, 147149825, "2023/10/15 8:40:19", 16000018020, LEFT, 2595.00, 19.00, 764.00, 7.32, 96.37
RIGHT, 152633722, "2023/10/15 10:11:48", 160001207110, RIGHT, 1374.00, 14.00, 560.00, 10.19, 58.14
RIGHT, 152649392, "2023/10/15 10:12:04", 160001207110, RIGHT, 399.00, 5.00, 197.00, 12.53, 40.40
RIGHT, 152664603, "2023/10/15 10:12:19", 160001207110, LEFT, 2960.00, 13.00, 574.00, 4.39, 183.54
RIGHT, 152834461, "2023/10/15 10:15:09", 160001207110, LEFT, 784.00, 8.00, 262.00, 10.20, 65.25
RIGHT, 152983500, "2023/10/15 10:17:39", 160001207110, LEFT, 2879.00, 19.00, 686.00, 6.60, 115.42
RIGHT, 153547839, "2023/10/15 10:27:03", 160001207110, RIGHT, 1698.00, 16.00, 619.00, 9.42, 67.44
RIGHT, 153589850, "2023/10/15 10:27:46", 160001207110, LEFT, 849.00, 9.00, 324.00, 10.60, 58.33
RIGHT, 153665723, "2023/10/15 10:29:01", 1600025167, RIGHT, 6104.00, 51.00, 2351.00, 8.36, 73.59
RIGHT, 153672283, "2023/10/15 10:29:08", 160001207110, RIGHT, 409.00, 5.00, 182.00, 12.22, 45.40
RIGHT, 154115576, "2023/10/15 10:36:32", 16000018020, LEFT, 4056.00, 22.00, 900.00, 5.42, 143.45
RIGHT, 154120979, "2023/10/15 10:36:37", 1600025167, RIGHT, 9081.00, 77.00, 3716.00, 8.48, 69.68
RIGHT, 154125712, "2023/10/15 10:36:42", 16000018020, LEFT, 4303.00, 30.00, 1260.00, 6.97, 101.43
RIGHT, 154529870, "2023/10/15 10:43:26", 1600025167, RIGHT, 13089.00, 97.00, 4355.00, 7.41, 90.04
RIGHT, 154938256, "2023/10/15 10:50:15", 1600025167, LEFT, 8820.00, 66.00, 2881.00, 7.48, 89.98
RIGHT, 155511074, "2023/10/15 10:59:49", 160001207110, LEFT, 4161.00, 35.00, 1471.00, 8.41, 76.86
RIGHT, 155887794, "2023/10/15 11:06:06", 16000235129, RIGHT, 14934.00, 105.00, 5211.00, 7.03, 92.60
RIGHT, 155965624, "2023/10/15 11:07:24", 16000235129, LEFT, 1233.00, 12.00, 439.00, 9.73, 66.17
RIGHT, 156003000, "2023/10/15 11:08:01", 16000025185, LEFT, 3284.00, 25.00, 919.00, 7.61, 94.60
RIGHT, 156201837, "2023/10/15 11:11:20", 16000025185, LEFT, 3218.00, 28.00, 1106.00, 8.70, 75.43
RIGHT, 156903399, "2023/10/15 11:23:02", 16000018020, RIGHT, 11534.00, 87.00, 4256.00, 7.54, 83.66
RIGHT, 156909652, "2023/10/15 11:23:09", 1600025167, LEFT, 6450.00, 53.00, 2409.00, 8.22, 76.25
RIGHT, 156926362, "2023/10/15 11:23:25", 1600025167, LEFT, 8294.00, 57.00, 2539.00, 6.87, 100.96
RIGHT, 157154338, "2023/10/15 11:27:13", 160001207110, RIGHT, 2435.00, 23.00, 916.00, 9.45, 66.04
RIGHT, 157303271, "2023/10/15 11:29:43", 160001207110, LEFT, 1838.00, 13.00, 479.00, 7.07, 104.54
RIGHT, 157319100, "2023/10/15 11:29:58", 16000025185, RIGHT, 6370.00, 48.00, 2188.00, 7.54, 87.12
RIGHT, 157360086, "2023/10/15 11:30:39", 160001207110, RIGHT, 778.00, 9.00, 335.00, 11.57, 49.22
RIGHT, 157476926, "2023/10/15 11:32:36", 160001207110, RIGHT, 905.00, 10.00, 374.00, 11.05, 53.10
RIGHT, 157718023, "2023/10/15 11:36:38", 16000018020, RIGHT, 2233.00, 20.00, 887.00, 8.96, 67.30
RIGHT, 157737478, "2023/10/15 11:36:57", 16000018020, RIGHT, 667.00, 7.00, 319.00, 10.49, 49.71
RIGHT, 167006947, "2023/10/15 14:11:35", 16000018020, RIGHT, 1587.00, 12.00, 496.00, 7.56, 90.92
RIGHT, 167078244, "2023/10/15 14:12:47", 16000018020, RIGHT, 11684.00, 86.00, 4147.00, 7.36, 87.64
RIGHT, 167083875, "2023/10/15 14:12:52", 16000018020, RIGHT, 2954.00, 21.00, 1046.00, 7.11, 90.86
RIGHT, 169405848, "2023/10/15 14:51:37", 16000235129, LEFT, 5535.00, 18.00, 886.00, 3.25, 258.28
RIGHT, 169510694, "2023/10/15 14:53:22", 16000235129, LEFT, 6501.00, 50.00, 1987.00, 7.69, 90.28
RIGHT, 169694901, "2023/10/15 14:56:26", 1600025167, RIGHT, 8532.00, 71.00, 3248.00, 8.32, 74.42
RIGHT, 169832634, "2023/10/15 14:58:44", 1600025167, LEFT, 1850.00, 18.00, 612.00, 9.73, 68.78
RIGHT, 169850940, "2023/10/15 14:59:02", 16000235129, LEFT, 3909.00, 34.00, 1382.00, 8.70, 74.32
RIGHT, 169958748, "2023/10/15 15:00:50", 16000235129, RIGHT, 10675.00, 79.00, 3737.00, 7.40, 87.82
RIGHT, 170029831, "2023/10/15 15:02:01", 16000025185, RIGHT, 4016.00, 33.00, 1610.00, 8.22, 72.91
RIGHT, 170791102, "2023/10/15 15:14:43", 16000025185, RIGHT, 10168.00, 78.00, 4067.00, 7.67, 78.22
RIGHT, 172918146, "2023/10/15 15:50:12", 1600025167, LEFT, 15689.00, 85.00, 3899.00, 5.42, 138.71
RIGHT, 173138861, "2023/10/15 15:53:53", 160001207110, RIGHT, 2112.00, 19.00, 796.00, 9.00, 69.26
RIGHT, 173563175, "2023/10/15 16:00:58", 160001207110, RIGHT, 3349.00, 27.00, 1079.00, 8.06, 84.07
RIGHT, 173708952, "2023/10/15 16:03:24", 160001207110, RIGHT, 859.00, 10.00, 344.00, 11.64, 51.50
RIGHT, 173855117, "2023/10/15 16:05:50", 160001207110, LEFT, 6446.00, 42.00, 1830.00, 6.52, 109.90
RIGHT, 174035609, "2023/10/15 16:08:51", 160001207110, RIGHT, 2112.00, 20.00, 776.00, 9.47, 66.80
RIGHT, 174047756, "2023/10/15 16:09:03", 160001207110, RIGHT, 803.00, 9.00, 349.00, 11.21, 50.44
RIGHT, 174213529, "2023/10/15 16:11:49", 16000018020, RIGHT, 4173.00, 35.00, 1619.00, 8.39, 72.97
RIGHT, 174330440, "2023/10/15 16:13:46", 16000018020, RIGHT, 3177.00, 27.00, 1338.00, 8.50, 68.11
RIGHT, 174333703, "2023/10/15 16:13:49", 16000018020, RIGHT, 1879.00, 15.00, 739.00, 7.98, 76.00
RIGHT, 174739183, "2023/10/15 16:20:35", 160001207110, RIGHT, 1784.00, 17.00, 653.00, 9.53, 66.53
RIGHT, 175624409, "2023/10/15 16:35:21", 16000018020, RIGHT, 4016.00, 35.00, 1440.00, 8.72, 73.60
RIGHT, 175729438, "2023/10/15 16:37:06", 16000018020, LEFT, 4359.00, 20.00, 852.00, 4.59, 175.35
RIGHT, 176227215, "2023/10/15 16:45:25", 16000018020, RIGHT, 1309.00, 12.00, 506.00, 9.17, 66.92
RIGHT, 176535938, "2023/10/15 16:50:34", 16000025185, RIGHT, 3935.00, 32.00, 1442.00, 8.13, 77.91
RIGHT, 176766901, "2023/10/15 16:54:25", 16000025185, LEFT, 5052.00, 33.00, 1289.00, 6.53, 114.03
RIGHT, 177235764, "2023/10/15 17:02:14", 16000025185, RIGHT, 3875.00, 32.00, 1393.00, 8.26, 77.56
RIGHT, 177302589, "2023/10/15 17:03:21", 16000025185, RIGHT, 4158.00, 31.00, 1347.00, 7.46, 90.68
RIGHT, 178006974, "2023/10/15 17:15:06", 16000025185, RIGHT, 6142.00, 49.00, 2364.00, 7.98, 77.10
RIGHT, 182201175, "2023/10/15 18:25:04", 16000235129, RIGHT, 7180.00, 60.00, 2717.00, 8.36, 74.38
RIGHT, 182602348, "2023/10/15 18:31:46", 1600025167, LEFT, 1003.00, 5.00, 174.00, 4.99, 165.80
RIGHT, 182608080, "2023/10/15 18:31:51", 1600025167, LEFT, 4653.00, 26.00, 1080.00, 5.59, 137.42
RIGHT, 182672926, "2023/10/15 18:32:56", 16000235129, LEFT, 5533.00, 47.00, 1866.00, 8.49, 78.02
RIGHT, 182945090, "2023/10/15 18:37:29", 16000235129, RIGHT, 4579.00, 41.00, 1758.00, 8.95, 68.80
RIGHT, 182985891, "2023/10/15 18:38:10", 1600025167, LEFT, 3583.00, 32.00, 1179.00, 8.93, 75.12
RIGHT, 183265382, "2023/10/15 18:42:49", 160001207110, LEFT, 2227.00, 16.00, 545.00, 7.18, 105.12
RIGHT, 183374983, "2023/10/15 18:44:39", 16000235129, LEFT, 4285.00, 39.00, 1587.00, 9.10, 69.18
RIGHT, 183559490, "2023/10/15 18:47:44", 1600025167, LEFT, 2802.00, 25.00, 1002.00, 8.92, 72.00
RIGHT, 183574016, "2023/10/15 18:47:58", 16000018020, RIGHT, 3548.00, 32.00, 1331.00, 9.02, 69.28
RIGHT, 183655587, "2023/10/15 18:49:20", 16000025185, LEFT, 979.00, 10.00, 369.00, 10.21, 61.00
RIGHT, 183666447, "2023/10/15 18:49:31", 1600025167, LEFT, 8838.00, 74.00, 3345.00, 8.37, 74.23
RIGHT, 183858606, "2023/10/15 18:52:43", 160001207110, RIGHT, 2488.00, 24.00, 857.00, 9.65, 67.96
RIGHT, 183866708, "2023/10/15 18:52:51", 16000025185, LEFT, 1928.00, 16.00, 619.00, 8.30, 81.81
RIGHT, 183895834, "2023/10/15 18:53:20", 160001207110, LEFT, 4330.00, 31.00, 1311.00, 7.16, 97.39
RIGHT, 184094620, "2023/10/15 18:56:39", 160001207110, LEFT, 3261.00, 21.00, 851.00, 6.44, 114.76
RIGHT, 184281064, "2023/10/15 18:59:46", 1600025167, LEFT, 5361.00, 48.00, 2021.00, 8.95, 69.58
RIGHT, 184466945, "2023/10/15 19:02:52", 16000235129, LEFT, 6228.00, 50.00, 2083.00, 8.03, 82.90
RIGHT, 184494588, "2023/10/15 19:03:20", 16000025185, LEFT, 8625.00, 49.00, 2127.00, 5.68, 132.61
RIGHT, 184769785, "2023/10/15 19:07:55", 160001207110, LEFT, 2266.00, 20.00, 604.00, 8.83, 83.10
RIGHT, 184784445, "2023/10/15 19:08:10", 16000025185, RIGHT, 2337.00, 22.00, 853.00, 9.41, 67.45
RIGHT, 184812435, "2023/10/15 19:08:38", 1600025167, RIGHT, 2888.00, 27.00, 1197.00, 9.35, 62.63
RIGHT, 184926163, "2023/10/15 19:10:32", 1600025167, RIGHT, 10871.00, 89.00, 4156.00, 8.19, 75.45
RIGHT, 184973056, "2023/10/15 19:11:18", 16000025185, LEFT, 1222.00, 12.00, 475.00, 9.82, 62.25
RIGHT, 185138460, "2023/10/15 19:14:04", 16000018020, LEFT, 6007.00, 52.00, 2060.00, 8.66, 75.90
RIGHT, 185150087, "2023/10/15 19:14:16", 16000018020, LEFT, 10276.00, 81.00, 3713.00, 7.88, 81.02
RIGHT, 185243751, "2023/10/15 19:15:49", 160001207110, RIGHT, 2999.00, 27.00, 978.00, 9.00, 74.85
RIGHT, 185262980, "2023/10/15 19:16:09", 16000235129, LEFT, 10076.00, 80.00, 3917.00, 7.94, 76.99
RIGHT, 185446051, "2023/10/15 19:19:12", 160001207110, LEFT, 1781.00, 16.00, 605.00, 8.98, 73.50
RIGHT, 185539443, "2023/10/15 19:20:45", 16000018020, LEFT, 4104.00, 33.00, 1237.00, 8.04, 86.88
RIGHT, 185572895, "2023/10/15 19:21:19", 160001207110, LEFT, 585.00, 7.00, 228.00, 11.97, 51.00
RIGHT, 185685034, "2023/10/15 19:23:11", 160001207110, LEFT, 682.00, 8.00, 261.00, 11.73, 52.63
RIGHT, 185933456, "2023/10/15 19:27:20", 160001207110, LEFT, 651.00, 6.00, 148.00, 9.22, 83.83
RIGHT, 186105726, "2023/10/15 19:30:12", 16000025185, RIGHT, 1645.00, 16.00, 644.00, 9.73, 62.56
RIGHT, 186125107, "2023/10/15 19:30:32", 16000018020, LEFT, 1232.00, 12.00, 412.00, 9.74, 68.33
RIGHT, 186148114, "2023/10/15 19:30:55", 16000018020, LEFT, 7227.00, 60.00, 2537.00, 8.30, 78.17
RIGHT, 186446057, "2023/10/15 19:35:53", 16000018020, LEFT, 1050.00, 10.00, 383.00, 9.52, 66.70
RIGHT, 186462377, "2023/10/15 19:36:09", 16000018020, RIGHT, 525.00, 6.00, 220.00, 11.43, 50.83
RIGHT, 186464287, "2023/10/15 19:36:11", 1600025167, LEFT, 9643.00, 84.00, 3630.00, 8.71, 71.58
RIGHT, 186489548, "2023/10/15 19:36:36", 16000235129, LEFT, 6979.00, 58.00, 2482.00, 8.31, 77.53
RIGHT, 186623821, "2023/10/15 19:38:51", 160001207110, LEFT, 571.00, 7.00, 219.00, 12.26, 50.29
RIGHT, 186805410, "2023/10/15 19:41:52", 16000025185, RIGHT, 9192.00, 73.00, 3765.00, 7.94, 74.34
RIGHT, 186850788, "2023/10/15 19:42:38", 1600025167, RIGHT, 11029.00, 89.00, 4136.00, 8.07, 77.45
RIGHT, 187189205, "2023/10/15 19:48:17", 16000025185, RIGHT, 843.00, 9.00, 376.00, 10.68, 51.89
RIGHT, 187269410, "2023/10/15 19:49:37", 160001207110, RIGHT, 4295.00, 37.00, 1571.00, 8.61, 73.62
RIGHT, 187397680, "2023/10/15 19:51:45", 1600025167, LEFT, 9843.00, 83.00, 3925.00, 8.43, 71.30
RIGHT, 187439539, "2023/10/15 19:52:27", 160001207110, RIGHT, 1308.00, 13.00, 513.00, 9.94, 61.15
RIGHT, 187494805, "2023/10/15 19:53:22", 160001207110, LEFT, 1761.00, 15.00, 553.00, 8.52, 80.53
RIGHT, 187519811, "2023/10/15 19:53:47", 16000018020, LEFT, 12739.00, 94.00, 4001.00, 7.38, 92.96
RIGHT, 187543151, "2023/10/15 19:54:11", 16000018020, LEFT, 2281.00, 20.00, 883.00, 8.77, 69.90
RIGHT, 187592426, "2023/10/15 19:55:00", 16000025185, LEFT, 3195.00, 28.00, 1099.00, 8.76, 74.86
RIGHT, 187692337, "2023/10/15 19:56:40", 1600025167, RIGHT, 7002.00, 62.00, 2723.00, 8.85, 69.02
RIGHT, 187819736, "2023/10/15 19:58:48", 160001207110, LEFT, 287.00, 4.00, 121.00, 13.94, 41.50
RIGHT, 187840258, "2023/10/15 19:59:08", 16000025185, LEFT, 1408.00, 12.00, 444.00, 8.52, 80.33
RIGHT, 187911369, "2023/10/15 20:00:19", 160001207110, RIGHT, 1035.00, 12.00, 415.00, 11.59, 51.67
RIGHT, 188048320, "2023/10/15 20:02:36", 16000025185, LEFT, 1322.00, 12.00, 490.00, 9.08, 69.33
RIGHT, 188100436, "2023/10/15 20:03:29", 16000235129, LEFT, 8415.00, 66.00, 2850.00, 7.84, 84.32
RIGHT, 188170771, "2023/10/15 20:04:39", 1600025167, LEFT, 12058.00, 98.00, 4406.00, 8.13, 78.08
RIGHT, 188195025, "2023/10/15 20:05:03", 160001207110, LEFT, 1617.00, 14.00, 503.00, 8.66, 79.57
