Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 121123433, "2023/10/15 1:24:05", 16000254148, RIGHT, 6229.00, 49.00, 2001.00, 7.87, 86.29
RIGHT, 121155491, "2023/10/15 1:24:37", 16000254148, RIGHT, 6157.00, 47.00, 1959.00, 7.63, 89.32
RIGHT, 121240804, "2023/10/15 1:26:02", 16000015761, RIGHT, 5135.00, 39.00, 1627.00, 7.59, 89.95
RIGHT, 121279190, "2023/10/15 1:26:41", 16000219597, RIGHT, 16958.00, 119.00, 5456.00, 7.02, 96.66
RIGHT, 121282552, "2023/10/15 1:26:44", 16000015761, LEFT, 233.00, 3.00, 110.00, 12.88, 41.00
RIGHT, 121838419, "2023/10/15 1:36:00", 16000015761, LEFT, 5850.00, 48.00, 2229.00, 8.21, 75.44
RIGHT, 122213904, "2023/10/15 1:42:16", 1600037164, LEFT, 10234.00, 70.00, 3376.00, 6.84, 97.97
RIGHT, 124033240, "2023/10/15 2:12:35", 16000254148, LEFT, 2428.00, 22.00, 968.00, 9.06, 66.36
RIGHT, 124087142, "2023/10/15 2:13:29", 16000219597, RIGHT, 7913.00, 60.00, 2603.00, 7.58, 88.50
RIGHT, 125703537, "2023/10/15 2:40:26", 1600037164, LEFT, 7490.00, 57.00, 2602.00, 7.61, 85.75
RIGHT, 126302636, "2023/10/15 2:50:25", 1600030163, LEFT, 7333.00, 54.00, 2657.00, 7.36, 86.59
RIGHT, 127031200, "2023/10/15 3:02:34", 1600037164, LEFT, 6525.00, 53.00, 2355.00, 8.12, 78.68
RIGHT, 127115292, "2023/10/15 3:03:58", 1600037164, LEFT, 4946.00, 40.00, 1779.00, 8.09, 79.18
RIGHT, 127598692, "2023/10/15 3:12:01", 16000219597, RIGHT, 9448.00, 67.00, 2846.00, 7.09, 98.54
RIGHT, 127634605, "2023/10/15 3:12:37", 16000254148, LEFT, 8529.00, 66.00, 2845.00, 7.74, 86.12
RIGHT, 128270063, "2023/10/15 3:23:13", 16000219597, RIGHT, 20389.00, 132.00, 5720.00, 6.47, 111.13
RIGHT, 128375986, "2023/10/15 3:24:59", 16000219597, RIGHT, 767.00, 8.00, 287.00, 10.43, 60.00
RIGHT, 129300171, "2023/10/15 3:40:23", 1600037164, RIGHT, 4598.00, 34.00, 1439.00, 7.39, 92.91
RIGHT, 129659398, "2023/10/15 3:46:22", 1600037164, RIGHT, 15135.00, 117.00, 5822.00, 7.73, 79.60
RIGHT, 129937976, "2023/10/15 3:51:01", 16000254148, RIGHT, 9467.00, 76.00, 2843.00, 8.03, 87.16
RIGHT, 129988597, "2023/10/15 3:51:52", 1600037164, RIGHT, 8454.00, 64.00, 2868.00, 7.57, 87.28
RIGHT, 130194748, "2023/10/15 3:55:18", 16000254148, LEFT, 1877.00, 16.00, 578.00, 8.52, 81.19
RIGHT, 130210092, "2023/10/15 3:55:33", 16000254148, LEFT, 2851.00, 26.00, 1095.00, 9.12, 67.54
RIGHT, 130222123, "2023/10/15 3:55:45", 16000254148, RIGHT, 1539.00, 15.00, 563.00, 9.75, 65.07
RIGHT, 130403221, "2023/10/15 3:58:46", 1600037164, RIGHT, 5077.00, 42.00, 1807.00, 8.27, 77.86
RIGHT, 130736070, "2023/10/15 4:04:19", 16000219597, RIGHT, 8493.00, 63.00, 2635.00, 7.42, 92.98
RIGHT, 130784445, "2023/10/15 4:05:08", 16000015761, RIGHT, 6707.00, 50.00, 1956.00, 7.45, 95.02
RIGHT, 130937592, "2023/10/15 4:07:41", 16000254148, LEFT, 10603.00, 75.00, 3236.00, 7.07, 98.23
RIGHT, 131015844, "2023/10/15 4:08:59", 1600030163, LEFT, 7166.00, 57.00, 2889.00, 7.95, 75.04
RIGHT, 131105819, "2023/10/15 4:10:29", 1600030163, RIGHT, 5885.00, 47.00, 2382.00, 7.99, 74.53
RIGHT, 131154124, "2023/10/15 4:11:17", 16000219597, RIGHT, 10049.00, 74.00, 3061.00, 7.36, 94.43
RIGHT, 131232052, "2023/10/15 4:12:35", 16000015761, LEFT, 13171.00, 104.00, 4952.00, 7.90, 79.03
RIGHT, 131315878, "2023/10/15 4:13:59", 16000015761, RIGHT, 6248.00, 51.00, 2176.00, 8.16, 79.84
RIGHT, 131565882, "2023/10/15 4:18:09", 1600037164, LEFT, 8975.00, 67.00, 3120.00, 7.47, 87.39
RIGHT, 131578673, "2023/10/15 4:18:22", 1600030163, LEFT, 6708.00, 52.00, 2510.00, 7.75, 80.73
RIGHT, 131580228, "2023/10/15 4:18:24", 16000219597, RIGHT, 4968.00, 41.00, 1633.00, 8.25, 81.34
RIGHT, 131682776, "2023/10/15 4:20:06", 1600030163, RIGHT, 6320.00, 50.00, 2515.00, 7.91, 76.10
RIGHT, 131761057, "2023/10/15 4:21:25", 16000219597, RIGHT, 1908.00, 16.00, 547.00, 8.39, 85.06
RIGHT, 131773106, "2023/10/15 4:21:37", 1600030163, RIGHT, 6048.00, 48.00, 2437.00, 7.94, 75.23
RIGHT, 131781103, "2023/10/15 4:21:45", 16000219597, LEFT, 317.00, 4.00, 119.00, 12.62, 49.50
RIGHT, 131801411, "2023/10/15 4:22:05", 16000219597, RIGHT, 6621.00, 51.00, 2159.00, 7.70, 87.49
RIGHT, 131834951, "2023/10/15 4:22:38", 16000015761, RIGHT, 13147.00, 104.00, 4823.00, 7.91, 80.04
RIGHT, 131850186, "2023/10/15 4:22:54", 16000254148, RIGHT, 6607.00, 48.00, 2066.00, 7.27, 94.60
RIGHT, 131905362, "2023/10/15 4:23:49", 16000015761, RIGHT, 5940.00, 48.00, 2016.00, 8.08, 81.75
RIGHT, 132104436, "2023/10/15 4:27:08", 1600030163, LEFT, 6268.00, 50.00, 2333.00, 7.98, 78.70
RIGHT, 132166330, "2023/10/15 4:28:10", 1600030163, LEFT, 4991.00, 41.00, 2050.00, 8.21, 71.73
RIGHT, 132438028, "2023/10/15 4:32:42", 16000015761, RIGHT, 7660.00, 59.00, 2685.00, 7.70, 84.32
RIGHT, 132515665, "2023/10/15 4:33:59", 16000219597, RIGHT, 7409.00, 57.00, 2291.00, 7.69, 89.79
RIGHT, 132576039, "2023/10/15 4:35:00", 16000254148, LEFT, 5764.00, 45.00, 2002.00, 7.81, 83.60
RIGHT, 132618300, "2023/10/15 4:35:42", 16000015761, LEFT, 5804.00, 48.00, 2233.00, 8.27, 74.40
RIGHT, 133343235, "2023/10/15 4:47:47", 1600030163, LEFT, 8544.00, 66.00, 3362.00, 7.72, 78.52
RIGHT, 133383205, "2023/10/15 4:48:27", 16000015761, RIGHT, 5330.00, 43.00, 1817.00, 8.07, 81.70
RIGHT, 133394682, "2023/10/15 4:48:39", 1600037164, RIGHT, 7156.00, 54.00, 2362.00, 7.55, 88.78
RIGHT, 133435524, "2023/10/15 4:49:19", 1600037164, LEFT, 1347.00, 13.00, 555.00, 9.65, 60.92
RIGHT, 133733753, "2023/10/15 4:54:18", 1600037164, LEFT, 6147.00, 49.00, 2235.00, 7.97, 79.84
RIGHT, 133796151, "2023/10/15 4:55:20", 1600030163, LEFT, 8738.00, 69.00, 3568.00, 7.90, 74.93
RIGHT, 133799854, "2023/10/15 4:55:24", 16000219597, RIGHT, 6403.00, 44.00, 1740.00, 6.87, 105.98
RIGHT, 133855152, "2023/10/15 4:56:19", 16000254148, RIGHT, 5218.00, 44.00, 1750.00, 8.43, 78.82
RIGHT, 133914401, "2023/10/15 4:57:18", 16000219597, LEFT, 12137.00, 96.00, 4454.00, 7.91, 80.03
RIGHT, 133920167, "2023/10/15 4:57:24", 1600037164, RIGHT, 7731.00, 61.00, 2537.00, 7.89, 85.15
RIGHT, 133923379, "2023/10/15 4:57:27", 16000254148, LEFT, 2823.00, 25.00, 967.00, 8.86, 74.24
RIGHT, 134009946, "2023/10/15 4:58:54", 1600037164, RIGHT, 1772.00, 15.00, 529.00, 8.47, 82.87
RIGHT, 134235540, "2023/10/15 5:02:40", 1600037164, RIGHT, 7666.00, 58.00, 2492.00, 7.57, 89.21
RIGHT, 134303881, "2023/10/15 5:03:48", 16000254148, LEFT, 5778.00, 45.00, 1887.00, 7.79, 86.47
RIGHT, 134504836, "2023/10/15 5:07:09", 16000219597, LEFT, 14525.00, 106.00, 4819.00, 7.30, 91.57
RIGHT, 135679075, "2023/10/15 5:26:43", 1600037164, LEFT, 4698.00, 39.00, 1674.00, 8.30, 77.54
RIGHT, 136607195, "2023/10/15 5:42:12", 1600030163, LEFT, 15691.00, 111.00, 5923.00, 7.07, 88.00
RIGHT, 138841394, "2023/10/15 6:19:26", 1600037164, LEFT, 4803.00, 36.00, 1686.00, 7.50, 86.58
RIGHT, 140693923, "2023/10/15 6:50:19", 1600030163, RIGHT, 12897.00, 95.00, 4810.00, 7.37, 85.13
RIGHT, 144459411, "2023/10/15 7:53:06", 16000254148, LEFT, 4825.00, 43.00, 1683.00, 8.91, 73.07
RIGHT, 144737611, "2023/10/15 7:57:44", 16000015761, RIGHT, 9196.00, 74.00, 3213.00, 8.05, 80.85
RIGHT, 144748082, "2023/10/15 7:57:55", 16000015761, RIGHT, 4376.00, 36.00, 1515.00, 8.23, 79.47
RIGHT, 144767226, "2023/10/15 7:58:14", 16000254148, LEFT, 9731.00, 80.00, 3607.00, 8.22, 76.55
RIGHT, 144787827, "2023/10/15 7:58:35", 16000219597, LEFT, 4451.00, 33.00, 1306.00, 7.41, 95.30
RIGHT, 144848031, "2023/10/15 7:59:35", 16000015761, LEFT, 4608.00, 40.00, 1808.00, 8.68, 70.00
RIGHT, 144931782, "2023/10/15 8:00:59", 16000219597, RIGHT, 3888.00, 30.00, 1199.00, 7.72, 89.63
RIGHT, 144932154, "2023/10/15 8:00:59", 16000254148, LEFT, 3264.00, 30.00, 1185.00, 9.19, 69.30
RIGHT, 145406402, "2023/10/15 8:08:53", 16000015761, RIGHT, 8124.00, 64.00, 2824.00, 7.88, 82.81
RIGHT, 145442731, "2023/10/15 8:09:30", 16000219597, RIGHT, 4005.00, 27.00, 1044.00, 6.74, 109.67
RIGHT, 145484233, "2023/10/15 8:10:11", 16000015761, RIGHT, 2006.00, 17.00, 661.00, 8.47, 79.12
RIGHT, 145533668, "2023/10/15 8:11:01", 16000219597, RIGHT, 7800.00, 61.00, 2546.00, 7.82, 86.13
RIGHT, 149366553, "2023/10/15 9:14:55", 1600030163, RIGHT, 5370.00, 40.00, 1778.00, 7.45, 89.80
RIGHT, 149698365, "2023/10/15 9:20:27", 1600030163, LEFT, 4471.00, 38.00, 1858.00, 8.50, 68.76
RIGHT, 150252909, "2023/10/15 9:29:41", 1600030163, LEFT, 4793.00, 39.00, 1912.00, 8.14, 73.87
RIGHT, 151019791, "2023/10/15 9:42:28", 1600030163, LEFT, 5410.00, 44.00, 2191.00, 8.13, 73.16
RIGHT, 156008707, "2023/10/15 11:05:39", 1600037164, LEFT, 7439.00, 54.00, 2379.00, 7.26, 93.70
RIGHT, 156239087, "2023/10/15 11:09:29", 16000254148, RIGHT, 11855.00, 82.00, 3813.00, 6.92, 98.07
RIGHT, 156851109, "2023/10/15 11:19:41", 1600037164, LEFT, 11511.00, 86.00, 3939.00, 7.47, 88.05
RIGHT, 157047582, "2023/10/15 11:22:58", 1600037164, LEFT, 5577.00, 43.00, 1994.00, 7.71, 83.33
RIGHT, 157392972, "2023/10/15 11:28:43", 1600037164, LEFT, 5218.00, 41.00, 1812.00, 7.86, 83.07
RIGHT, 158079485, "2023/10/15 11:40:10", 1600037164, LEFT, 687.00, 3.00, 292.00, 4.37, 131.67
RIGHT, 158102477, "2023/10/15 11:40:33", 1600037164, LEFT, 223.00, 3.00, 116.00, 13.45, 35.67
RIGHT, 158107257, "2023/10/15 11:40:38", 1600037164, LEFT, 1890.00, 14.00, 609.00, 7.41, 91.50
RIGHT, 158130794, "2023/10/15 11:41:01", 1600037164, LEFT, 1959.00, 7.00, 364.00, 3.57, 227.86
RIGHT, 158137942, "2023/10/15 11:41:09", 1600037164, LEFT, 319.00, 4.00, 122.00, 12.54, 49.25
RIGHT, 158153795, "2023/10/15 11:41:24", 1600037164, LEFT, 1076.00, 10.00, 373.00, 9.29, 70.30
RIGHT, 167904794, "2023/10/15 14:23:58", 16000254148, RIGHT, 3627.00, 30.00, 1224.00, 8.27, 80.10
RIGHT, 169271372, "2023/10/15 14:46:45", 16000219597, LEFT, 20193.00, 133.00, 6191.00, 6.59, 105.28
RIGHT, 169338836, "2023/10/15 14:47:53", 16000254148, LEFT, 5137.00, 44.00, 1756.00, 8.57, 76.84
RIGHT, 169346940, "2023/10/15 14:48:01", 16000254148, LEFT, 1719.00, 15.00, 606.00, 8.73, 74.20
RIGHT, 169356760, "2023/10/15 14:48:11", 16000254148, LEFT, 1818.00, 15.00, 559.00, 8.25, 83.93
RIGHT, 169471299, "2023/10/15 14:50:05", 1600030163, LEFT, 6197.00, 48.00, 2349.00, 7.75, 80.17
RIGHT, 169619795, "2023/10/15 14:52:34", 16000015761, RIGHT, 5896.00, 46.00, 2131.00, 7.80, 81.85
RIGHT, 169627130, "2023/10/15 14:52:41", 16000254148, LEFT, 485.00, 6.00, 193.00, 12.37, 48.67
RIGHT, 169642911, "2023/10/15 14:52:57", 16000015761, LEFT, 1470.00, 14.00, 605.00, 9.52, 61.79
RIGHT, 169654171, "2023/10/15 14:53:08", 1600037164, RIGHT, 4364.00, 37.00, 1576.00, 8.48, 75.35
RIGHT, 169677992, "2023/10/15 14:53:32", 1600037164, LEFT, 409.00, 5.00, 197.00, 12.22, 42.40
RIGHT, 169729350, "2023/10/15 14:54:23", 16000219597, RIGHT, 6748.00, 49.00, 2086.00, 7.26, 95.14
RIGHT, 169784564, "2023/10/15 14:55:19", 16000254148, RIGHT, 3420.00, 28.00, 948.00, 8.19, 88.29
RIGHT, 169811877, "2023/10/15 14:55:46", 1600030163, RIGHT, 4622.00, 38.00, 1803.00, 8.22, 74.18
RIGHT, 169878247, "2023/10/15 14:56:52", 1600037164, RIGHT, 5400.00, 44.00, 1920.00, 8.15, 79.09
RIGHT, 169898955, "2023/10/15 14:57:13", 16000254148, LEFT, 8487.00, 67.00, 3203.00, 7.89, 78.87
RIGHT, 170287962, "2023/10/15 15:03:42", 1600037164, RIGHT, 5192.00, 41.00, 1746.00, 7.90, 84.05
RIGHT, 170514904, "2023/10/15 15:07:29", 16000015761, LEFT, 4571.00, 35.00, 1578.00, 7.66, 85.51
RIGHT, 170684034, "2023/10/15 15:10:18", 1600030163, LEFT, 4208.00, 35.00, 1739.00, 8.32, 70.54
RIGHT, 170724358, "2023/10/15 15:10:59", 16000015761, LEFT, 3874.00, 29.00, 1307.00, 7.49, 88.52
RIGHT, 170782532, "2023/10/15 15:11:57", 16000254148, RIGHT, 3298.00, 28.00, 1168.00, 8.49, 76.07
RIGHT, 170792968, "2023/10/15 15:12:07", 16000254148, RIGHT, 667.00, 7.00, 288.00, 10.49, 54.14
RIGHT, 170841851, "2023/10/15 15:12:56", 1600037164, LEFT, 541.00, 6.00, 238.00, 11.09, 50.50
RIGHT, 170849990, "2023/10/15 15:13:04", 1600037164, LEFT, 813.00, 6.00, 435.00, 7.38, 63.00
RIGHT, 170868730, "2023/10/15 15:13:23", 16000254148, LEFT, 1773.00, 16.00, 688.00, 9.02, 67.81
RIGHT, 170874895, "2023/10/15 15:13:29", 16000254148, LEFT, 1031.00, 9.00, 313.00, 8.73, 79.78
RIGHT, 171230567, "2023/10/15 15:19:25", 16000015761, RIGHT, 4738.00, 40.00, 1720.00, 8.44, 75.45
RIGHT, 171235182, "2023/10/15 15:19:30", 16000015761, RIGHT, 2632.00, 20.00, 924.00, 7.60, 85.40
RIGHT, 171326977, "2023/10/15 15:21:01", 16000015761, LEFT, 3685.00, 31.00, 1465.00, 8.41, 71.61
RIGHT, 177570159, "2023/10/15 17:05:06", 1600030163, RIGHT, 3551.00, 29.00, 1440.00, 8.17, 72.79
RIGHT, 178185803, "2023/10/15 17:15:22", 1600037164, RIGHT, 6476.00, 48.00, 2080.00, 7.41, 91.58
RIGHT, 178626294, "2023/10/15 17:22:43", 16000015761, RIGHT, 6607.00, 46.00, 2186.00, 6.96, 96.11
RIGHT, 179466569, "2023/10/15 17:36:43", 16000219597, RIGHT, 7859.00, 58.00, 2503.00, 7.38, 92.34
RIGHT, 179506533, "2023/10/15 17:37:23", 16000254148, LEFT, 10616.00, 73.00, 3553.00, 6.88, 96.75
RIGHT, 179611954, "2023/10/15 17:39:09", 1600030163, LEFT, 7992.00, 57.00, 3052.00, 7.13, 86.67
RIGHT, 180141763, "2023/10/15 17:47:59", 16000015761, RIGHT, 7329.00, 57.00, 2604.00, 7.78, 82.89
RIGHT, 180754629, "2023/10/15 17:58:12", 1600030163, LEFT, 808.00, 8.00, 333.00, 9.90, 59.38
RIGHT, 181019659, "2023/10/15 18:02:37", 16000015761, RIGHT, 7828.00, 62.00, 2909.00, 7.92, 79.34
RIGHT, 181097999, "2023/10/15 18:03:55", 1600037164, LEFT, 5809.00, 41.00, 1802.00, 7.06, 97.73
RIGHT, 181557278, "2023/10/15 18:11:35", 16000254148, RIGHT, 6122.00, 48.00, 1840.00, 7.84, 89.21
RIGHT, 181700761, "2023/10/15 18:13:58", 1600037164, LEFT, 4164.00, 34.00, 1433.00, 8.17, 80.32
RIGHT, 182039294, "2023/10/15 18:19:37", 16000219597, LEFT, 20485.00, 121.00, 5443.00, 5.91, 124.31
RIGHT, 182260733, "2023/10/15 18:23:18", 1600030163, RIGHT, 7944.00, 57.00, 2537.00, 7.18, 94.86
RIGHT, 182269691, "2023/10/15 18:23:27", 1600037164, LEFT, 5440.00, 46.00, 2016.00, 8.46, 74.43
RIGHT, 182309198, "2023/10/15 18:24:07", 16000015761, LEFT, 7445.00, 56.00, 2591.00, 7.52, 86.68
RIGHT, 182473118, "2023/10/15 18:26:51", 16000254148, LEFT, 8661.00, 69.00, 3001.00, 7.97, 82.03
RIGHT, 182634959, "2023/10/15 18:29:33", 16000219597, LEFT, 11907.00, 85.00, 3790.00, 7.14, 95.49
RIGHT, 182644250, "2023/10/15 18:29:42", 1600037164, LEFT, 4219.00, 34.00, 1435.00, 8.06, 81.88
RIGHT, 182730313, "2023/10/15 18:31:08", 16000254148, LEFT, 3473.00, 31.00, 1170.00, 8.93, 74.29
RIGHT, 182879836, "2023/10/15 18:33:37", 16000219597, LEFT, 303.00, 4.00, 121.00, 13.20, 45.50
RIGHT, 183080153, "2023/10/15 18:36:58", 1600037164, LEFT, 1231.00, 12.00, 484.00, 9.75, 62.25
RIGHT, 183098083, "2023/10/15 18:37:16", 1600030163, LEFT, 6684.00, 55.00, 2545.00, 8.23, 75.25
RIGHT, 183445849, "2023/10/15 18:43:04", 16000219597, RIGHT, 3958.00, 29.00, 1074.00, 7.33, 99.45
RIGHT, 183456094, "2023/10/15 18:43:14", 16000219597, RIGHT, 6728.00, 51.00, 2085.00, 7.58, 91.04
RIGHT, 183590047, "2023/10/15 18:45:28", 1600037164, LEFT, 4575.00, 37.00, 1530.00, 8.09, 82.30
RIGHT, 183621248, "2023/10/15 18:45:59", 1600030163, LEFT, 5286.00, 46.00, 2085.00, 8.70, 69.59
RIGHT, 183627267, "2023/10/15 18:46:05", 16000015761, LEFT, 717.00, 8.00, 248.00, 11.16, 58.63
RIGHT, 183635639, "2023/10/15 18:46:13", 16000015761, LEFT, 4633.00, 38.00, 1692.00, 8.20, 77.39
RIGHT, 183769355, "2023/10/15 18:48:27", 1600030163, LEFT, 5653.00, 48.00, 2289.00, 8.49, 70.08
RIGHT, 183771791, "2023/10/15 18:48:30", 16000219597, RIGHT, 7241.00, 51.00, 2048.00, 7.04, 101.82
RIGHT, 183821489, "2023/10/15 18:49:19", 16000254148, RIGHT, 8323.00, 69.00, 3013.00, 8.29, 76.96
RIGHT, 184061330, "2023/10/15 18:53:19", 16000219597, RIGHT, 5411.00, 35.00, 1304.00, 6.47, 117.34
RIGHT, 184071375, "2023/10/15 18:53:29", 1600037164, LEFT, 5073.00, 39.00, 1734.00, 7.69, 85.62
RIGHT, 184076644, "2023/10/15 18:53:35", 1600030163, RIGHT, 10210.00, 83.00, 4092.00, 8.13, 73.71
RIGHT, 184158306, "2023/10/15 18:54:56", 16000015761, RIGHT, 3432.00, 29.00, 1174.00, 8.45, 77.86
RIGHT, 184178208, "2023/10/15 18:55:16", 16000254148, RIGHT, 1262.00, 13.00, 494.00, 10.30, 59.08
RIGHT, 184222787, "2023/10/15 18:56:01", 1600037164, LEFT, 8623.00, 68.00, 2938.00, 7.89, 83.60
RIGHT, 184224811, "2023/10/15 18:56:03", 1600030163, RIGHT, 3522.00, 31.00, 1470.00, 8.80, 66.19
RIGHT, 184235141, "2023/10/15 18:56:13", 16000254148, LEFT, 307.00, 4.00, 147.00, 13.03, 40.00
RIGHT, 184346030, "2023/10/15 18:58:04", 16000219597, RIGHT, 19267.00, 133.00, 6022.00, 6.90, 99.59
RIGHT, 184376246, "2023/10/15 18:58:34", 16000254148, LEFT, 691.00, 8.00, 271.00, 11.58, 52.50
RIGHT, 184763180, "2023/10/15 19:05:01", 16000254148, RIGHT, 11378.00, 87.00, 3763.00, 7.65, 87.53
RIGHT, 184765605, "2023/10/15 19:05:04", 16000015761, LEFT, 9570.00, 77.00, 3880.00, 8.05, 73.90
RIGHT, 184804748, "2023/10/15 19:05:43", 16000254148, RIGHT, 2312.00, 22.00, 874.00, 9.52, 65.36
RIGHT, 184875987, "2023/10/15 19:06:54", 16000219597, RIGHT, 6123.00, 45.00, 1898.00, 7.35, 93.89
RIGHT, 184893372, "2023/10/15 19:07:11", 1600030163, LEFT, 9155.00, 66.00, 2859.00, 7.21, 95.39
RIGHT, 185109982, "2023/10/15 19:10:48", 1600030163, LEFT, 6875.00, 56.00, 2815.00, 8.15, 72.50
RIGHT, 185120738, "2023/10/15 19:10:59", 16000015761, RIGHT, 9762.00, 75.00, 3211.00, 7.68, 87.35
RIGHT, 185166033, "2023/10/15 19:11:44", 1600037164, RIGHT, 8809.00, 63.00, 2851.00, 7.15, 94.57
RIGHT, 185187355, "2023/10/15 19:12:05", 1600037164, RIGHT, 758.00, 8.00, 327.00, 10.55, 53.88
RIGHT, 185199853, "2023/10/15 19:12:18", 16000254148, RIGHT, 2998.00, 26.00, 1062.00, 8.67, 74.46
RIGHT, 185273336, "2023/10/15 19:13:31", 1600037164, LEFT, 4294.00, 35.00, 1554.00, 8.15, 78.29
RIGHT, 185279896, "2023/10/15 19:13:38", 1600037164, LEFT, 4885.00, 40.00, 1965.00, 8.19, 73.00
RIGHT, 185283491, "2023/10/15 19:13:42", 1600037164, LEFT, 732.00, 7.00, 305.00, 9.56, 61.00
RIGHT, 185617445, "2023/10/15 19:19:16", 16000015761, LEFT, 11538.00, 78.00, 3690.00, 6.76, 100.62
RIGHT, 185678425, "2023/10/15 19:20:17", 16000219597, LEFT, 20975.00, 124.00, 5601.00, 5.91, 123.98
RIGHT, 185698596, "2023/10/15 19:20:37", 16000254148, RIGHT, 5547.00, 43.00, 1811.00, 7.75, 86.88
RIGHT, 185863843, "2023/10/15 19:23:22", 16000254148, RIGHT, 893.00, 10.00, 355.00, 11.20, 53.80
RIGHT, 186002532, "2023/10/15 19:25:41", 1600030163, LEFT, 6677.00, 53.00, 2510.00, 7.94, 78.62
RIGHT, 186346218, "2023/10/15 19:31:25", 16000219597, LEFT, 7030.00, 53.00, 2310.00, 7.54, 89.06
RIGHT, 186361140, "2023/10/15 19:31:39", 16000254148, LEFT, 2509.00, 24.00, 1034.00, 9.57, 61.46
RIGHT, 186409958, "2023/10/15 19:32:28", 1600030163, RIGHT, 6905.00, 58.00, 2728.00, 8.40, 72.02
RIGHT, 186416456, "2023/10/15 19:32:35", 16000254148, LEFT, 1685.00, 11.00, 411.00, 6.53, 115.82
RIGHT, 186423024, "2023/10/15 19:32:41", 16000219597, RIGHT, 9318.00, 60.00, 2574.00, 6.44, 112.40
RIGHT, 186760846, "2023/10/15 19:38:19", 16000254148, RIGHT, 1332.00, 14.00, 484.00, 10.51, 60.57
RIGHT, 186767882, "2023/10/15 19:38:26", 1600037164, LEFT, 9509.00, 75.00, 3562.00, 7.89, 79.29
RIGHT, 186779536, "2023/10/15 19:38:38", 16000254148, LEFT, 1145.00, 12.00, 428.00, 10.48, 59.75
RIGHT, 186853457, "2023/10/15 19:39:52", 1600030163, LEFT, 7576.00, 63.00, 3035.00, 8.32, 72.08
RIGHT, 186881968, "2023/10/15 19:40:20", 16000015761, LEFT, 7050.00, 57.00, 2660.00, 8.09, 77.02
RIGHT, 186933574, "2023/10/15 19:41:12", 16000015761, RIGHT, 7682.00, 62.00, 2709.00, 8.07, 80.21
RIGHT, 187047394, "2023/10/15 19:43:06", 16000015761, LEFT, 6293.00, 52.00, 2285.00, 8.26, 77.08
RIGHT, 187068359, "2023/10/15 19:43:27", 1600030163, RIGHT, 8197.00, 66.00, 3417.00, 8.05, 72.42
RIGHT, 187090537, "2023/10/15 19:43:49", 16000219597, LEFT, 13473.00, 96.00, 4210.00, 7.13, 96.49
RIGHT, 187162253, "2023/10/15 19:45:01", 16000254148, LEFT, 3155.00, 29.00, 1137.00, 9.19, 69.59
RIGHT, 187445159, "2023/10/15 19:49:44", 16000015761, LEFT, 3453.00, 31.00, 1344.00, 8.98, 68.03
RIGHT, 187541376, "2023/10/15 19:51:20", 1600030163, LEFT, 5566.00, 46.00, 2312.00, 8.26, 70.74
RIGHT, 187750028, "2023/10/15 19:54:49", 16000254148, LEFT, 4205.00, 37.00, 1426.00, 8.80, 75.11
RIGHT, 187762202, "2023/10/15 19:55:01", 16000254148, LEFT, 2832.00, 26.00, 1193.00, 9.18, 63.04
RIGHT, 187795228, "2023/10/15 19:55:34", 1600037164, RIGHT, 4927.00, 36.00, 1595.00, 7.31, 92.56
RIGHT, 187856934, "2023/10/15 19:56:36", 16000254148, RIGHT, 3785.00, 34.00, 1325.00, 8.98, 72.35
RIGHT, 188223052, "2023/10/15 20:02:42", 16000015761, LEFT, 4473.00, 39.00, 1711.00, 8.72, 70.82
RIGHT, 188278116, "2023/10/15 20:03:37", 16000015761, LEFT, 1282.00, 13.00, 479.00, 10.14, 61.77
RIGHT, 188305885, "2023/10/15 20:04:05", 16000254148, RIGHT, 6387.00, 51.00, 2062.00, 7.98, 84.80
RIGHT, 188307337, "2023/10/15 20:04:06", 16000219597, LEFT, 11946.00, 84.00, 3755.00, 7.03, 97.51
RIGHT, 188348911, "2023/10/15 20:04:48", 16000219597, RIGHT, 4825.00, 35.00, 1564.00, 7.25, 93.17
RIGHT, 188399989, "2023/10/15 20:05:39", 1600037164, LEFT, 10781.00, 79.00, 3683.00, 7.33, 89.85
RIGHT, 188511254, "2023/10/15 20:07:30", 1600030163, LEFT, 8717.00, 70.00, 3267.00, 8.03, 77.86
RIGHT, 188627900, "2023/10/15 20:09:27", 16000254148, LEFT, 4325.00, 37.00, 1433.00, 8.55, 78.16
RIGHT, 188671817, "2023/10/15 20:10:11", 1600037164, LEFT, 2034.00, 18.00, 746.00, 8.85, 71.56
RIGHT, 188916070, "2023/10/15 20:14:15", 16000015761, LEFT, 15162.00, 103.00, 4954.00, 6.79, 99.11
RIGHT, 188946008, "2023/10/15 20:14:45", 16000254148, RIGHT, 1747.00, 17.00, 613.00, 9.73, 66.71
RIGHT, 189132595, "2023/10/15 20:17:52", 16000015761, RIGHT, 2387.00, 21.00, 797.00, 8.80, 75.71
RIGHT, 189238358, "2023/10/15 20:19:37", 1600030163, LEFT, 7989.00, 61.00, 2984.00, 7.64, 82.05
RIGHT, 189311863, "2023/10/15 20:20:51", 16000015761, LEFT, 3216.00, 29.00, 1198.00, 9.02, 69.59
