Experimental_side,millis_since_start,datetime,MouseRFID,BottleLicked,BoutDuration,BoutLickNumber,BoutLickDuration,LickFrequency,Inter-Lick-Interval
RIGHT, 11251127, "2023/10/13 18:52:26", 1600037164, LEFT, 5506.00, 43.00, 1879.00, 7.81, 84.35
RIGHT, 11369899, "2023/10/13 18:54:25", 16000015761, LEFT, 5819.00, 51.00, 2231.00, 8.76, 70.35
RIGHT, 11425153, "2023/10/13 18:55:20", 1600030163, RIGHT, 4154.00, 37.00, 1722.00, 8.91, 65.73
RIGHT, 11497445, "2023/10/13 18:56:33", 16000254148, LEFT, 5638.00, 42.00, 1805.00, 7.45, 91.26
RIGHT, 11501835, "2023/10/13 18:56:37", 1600030163, RIGHT, 3743.00, 32.00, 1522.00, 8.55, 69.41
RIGHT, 11641521, "2023/10/13 18:58:57", 16000219597, LEFT, 6082.00, 51.00, 2605.00, 8.39, 68.18
RIGHT, 11752481, "2023/10/13 19:00:48", 16000015761, RIGHT, 7789.00, 63.00, 2657.00, 8.09, 81.46
RIGHT, 11772892, "2023/10/13 19:01:08", 1600037164, RIGHT, 7455.00, 59.00, 2527.00, 7.91, 83.53
RIGHT, 11808056, "2023/10/13 19:01:43", 1600030163, RIGHT, 974.00, 10.00, 440.00, 10.27, 53.40
RIGHT, 12075275, "2023/10/13 19:06:11", 1600030163, RIGHT, 6758.00, 54.00, 2724.00, 7.99, 74.70
RIGHT, 12116354, "2023/10/13 19:06:52", 16000254148, LEFT, 7929.00, 60.00, 2671.00, 7.57, 87.63
RIGHT, 12146686, "2023/10/13 19:07:22", 16000015761, LEFT, 6582.00, 57.00, 2495.00, 8.66, 71.70
RIGHT, 12484031, "2023/10/13 19:12:59", 16000254148, RIGHT, 5259.00, 39.00, 1621.00, 7.42, 93.28
RIGHT, 12503678, "2023/10/13 19:13:19", 16000254148, RIGHT, 6213.00, 51.00, 2565.00, 8.21, 71.53
RIGHT, 12631630, "2023/10/13 19:15:27", 16000219597, RIGHT, 6209.00, 43.00, 1864.00, 6.93, 101.05
RIGHT, 12649186, "2023/10/13 19:15:45", 1600030163, LEFT, 424.00, 5.00, 192.00, 11.79, 46.40
RIGHT, 12711116, "2023/10/13 19:16:47", 16000219597, LEFT, 10983.00, 84.00, 3834.00, 7.65, 85.11
RIGHT, 12781487, "2023/10/13 19:17:57", 1600030163, LEFT, 7743.00, 64.00, 3423.00, 8.27, 67.50
RIGHT, 12869007, "2023/10/13 19:19:24", 1600030163, RIGHT, 631.00, 7.00, 269.00, 11.09, 51.71
RIGHT, 12934222, "2023/10/13 19:20:30", 16000015761, LEFT, 6330.00, 49.00, 1966.00, 7.74, 89.06
RIGHT, 12961841, "2023/10/13 19:20:57", 16000254148, LEFT, 4942.00, 44.00, 1725.00, 8.90, 73.11
RIGHT, 12970650, "2023/10/13 19:21:06", 16000254148, LEFT, 2255.00, 19.00, 790.00, 8.43, 77.11
RIGHT, 13038248, "2023/10/13 19:22:14", 1600030163, LEFT, 4856.00, 41.00, 2055.00, 8.44, 68.32
RIGHT, 13201850, "2023/10/13 19:24:57", 16000254148, RIGHT, 10357.00, 83.00, 3745.00, 8.01, 79.66
RIGHT, 13367297, "2023/10/13 19:27:43", 16000219597, LEFT, 9993.00, 79.00, 3487.00, 7.91, 82.35
RIGHT, 13483484, "2023/10/13 19:29:39", 16000254148, LEFT, 6238.00, 52.00, 2238.00, 8.34, 76.92
RIGHT, 13689953, "2023/10/13 19:33:06", 1600037164, LEFT, 5359.00, 44.00, 2081.00, 8.21, 74.50
RIGHT, 13724123, "2023/10/13 19:33:40", 16000015761, RIGHT, 9095.00, 69.00, 3097.00, 7.59, 86.93
RIGHT, 13759443, "2023/10/13 19:34:15", 1600030163, RIGHT, 6714.00, 56.00, 2584.00, 8.34, 73.75
RIGHT, 13777015, "2023/10/13 19:34:33", 1600037164, RIGHT, 4618.00, 37.00, 1539.00, 8.01, 83.22
RIGHT, 13847666, "2023/10/13 19:35:43", 16000015761, LEFT, 3099.00, 27.00, 1092.00, 8.71, 74.33
RIGHT, 13864159, "2023/10/13 19:36:00", 16000254148, LEFT, 9261.00, 74.00, 3437.00, 7.99, 78.70
RIGHT, 13864203, "2023/10/13 19:36:00", 16000219597, RIGHT, 625.00, 7.00, 241.00, 11.20, 54.86
RIGHT, 14023936, "2023/10/13 19:38:40", 1600037164, LEFT, 7621.00, 56.00, 2533.00, 7.35, 90.86
RIGHT, 14036570, "2023/10/13 19:38:52", 16000219597, RIGHT, 5062.00, 40.00, 1666.00, 7.90, 84.90
RIGHT, 14165126, "2023/10/13 19:41:01", 16000015761, LEFT, 13945.00, 111.00, 5346.00, 7.96, 77.47
RIGHT, 14216432, "2023/10/13 19:41:52", 16000254148, RIGHT, 2463.00, 22.00, 778.00, 8.93, 76.59
RIGHT, 14225275, "2023/10/13 19:42:01", 1600037164, LEFT, 4637.00, 39.00, 1702.00, 8.41, 75.26
RIGHT, 14368394, "2023/10/13 19:44:24", 16000254148, RIGHT, 5169.00, 45.00, 1759.00, 8.71, 75.78
RIGHT, 14435985, "2023/10/13 19:45:32", 1600030163, RIGHT, 5188.00, 44.00, 2192.00, 8.48, 68.09
RIGHT, 14479388, "2023/10/13 19:46:15", 16000219597, RIGHT, 10493.00, 79.00, 3482.00, 7.53, 88.75
RIGHT, 14492145, "2023/10/13 19:46:28", 1600030163, RIGHT, 3205.00, 28.00, 1418.00, 8.74, 63.82
RIGHT, 14646218, "2023/10/13 19:49:02", 1600037164, RIGHT, 1081.00, 11.00, 446.00, 10.18, 57.73
RIGHT, 14794078, "2023/10/13 19:51:30", 1600037164, RIGHT, 8288.00, 66.00, 3218.00, 7.96, 76.82
RIGHT, 14808242, "2023/10/13 19:51:44", 16000254148, RIGHT, 4730.00, 40.00, 1679.00, 8.46, 76.27
RIGHT, 14839026, "2023/10/13 19:52:15", 16000015761, LEFT, 9600.00, 76.00, 3420.00, 7.92, 81.32
RIGHT, 14926765, "2023/10/13 19:53:43", 16000015761, RIGHT, 4432.00, 37.00, 1486.00, 8.35, 79.62
RIGHT, 14950381, "2023/10/13 19:54:06", 1600030163, RIGHT, 3661.00, 32.00, 1491.00, 8.74, 67.81
RIGHT, 15126477, "2023/10/13 19:57:02", 16000219597, RIGHT, 14162.00, 100.00, 4141.00, 7.06, 100.21
RIGHT, 15292800, "2023/10/13 19:59:49", 16000254148, LEFT, 1525.00, 14.00, 546.00, 9.18, 69.93
RIGHT, 15407535, "2023/10/13 20:01:44", 1600037164, RIGHT, 7843.00, 61.00, 2788.00, 7.78, 82.87
RIGHT, 15460313, "2023/10/13 20:02:36", 1600030163, LEFT, 6152.00, 52.00, 2700.00, 8.45, 66.38
RIGHT, 15701427, "2023/10/13 20:06:38", 16000015761, RIGHT, 3357.00, 30.00, 1201.00, 8.94, 71.87
RIGHT, 15707184, "2023/10/13 20:06:43", 16000254148, LEFT, 6288.00, 52.00, 2377.00, 8.27, 75.21
RIGHT, 15841681, "2023/10/13 20:08:58", 1600030163, RIGHT, 4472.00, 38.00, 1843.00, 8.50, 69.18
RIGHT, 15917026, "2023/10/13 20:10:13", 16000254148, RIGHT, 7395.00, 61.00, 2644.00, 8.25, 77.89
RIGHT, 16113350, "2023/10/13 20:13:30", 1600037164, LEFT, 4235.00, 33.00, 1411.00, 7.79, 85.58
RIGHT, 16131368, "2023/10/13 20:13:48", 16000219597, RIGHT, 12305.00, 86.00, 3561.00, 6.99, 101.67
RIGHT, 16254267, "2023/10/13 20:15:50", 1600030163, RIGHT, 9424.00, 76.00, 3681.00, 8.06, 75.57
RIGHT, 16371993, "2023/10/13 20:17:48", 16000015761, LEFT, 7657.00, 65.00, 2952.00, 8.49, 72.38
RIGHT, 16710439, "2023/10/13 20:23:27", 16000254148, RIGHT, 4492.00, 38.00, 1524.00, 8.46, 78.11
RIGHT, 16974451, "2023/10/13 20:27:51", 16000015761, RIGHT, 5483.00, 47.00, 2005.00, 8.57, 74.00
RIGHT, 17127162, "2023/10/13 20:30:24", 1600037164, LEFT, 4508.00, 32.00, 1388.00, 7.10, 97.50
RIGHT, 17343909, "2023/10/13 20:34:00", 1600030163, LEFT, 11374.00, 82.00, 4102.00, 7.21, 88.68
RIGHT, 17344001, "2023/10/13 20:34:00", 16000254148, RIGHT, 7502.00, 63.00, 2668.00, 8.40, 76.73
RIGHT, 17638811, "2023/10/13 20:38:55", 1600037164, RIGHT, 4947.00, 36.00, 1568.00, 7.28, 93.86
RIGHT, 17769381, "2023/10/13 20:41:06", 16000015761, RIGHT, 10919.00, 89.00, 4073.00, 8.15, 76.92
RIGHT, 17883531, "2023/10/13 20:43:00", 16000254148, RIGHT, 7651.00, 62.00, 2507.00, 8.10, 82.97
RIGHT, 17964704, "2023/10/13 20:44:21", 1600037164, RIGHT, 8894.00, 68.00, 3170.00, 7.65, 84.18
RIGHT, 18004609, "2023/10/13 20:45:01", 16000015761, LEFT, 4022.00, 34.00, 1393.00, 8.45, 77.32
RIGHT, 18159486, "2023/10/13 20:47:36", 16000254148, RIGHT, 4478.00, 37.00, 1438.00, 8.26, 82.16
RIGHT, 18174901, "2023/10/13 20:47:52", 1600030163, LEFT, 10448.00, 83.00, 4489.00, 7.94, 71.80
RIGHT, 18564149, "2023/10/13 20:54:21", 16000015761, LEFT, 6886.00, 49.00, 2001.00, 7.12, 99.69
RIGHT, 18891234, "2023/10/13 20:59:48", 16000254148, RIGHT, 7242.00, 58.00, 2544.00, 8.01, 81.00
RIGHT, 18906084, "2023/10/13 21:00:03", 16000254148, RIGHT, 5874.00, 49.00, 2519.00, 8.34, 68.47
RIGHT, 19298926, "2023/10/13 21:06:36", 1600030163, RIGHT, 7490.00, 61.00, 3173.00, 8.14, 70.77
RIGHT, 19407120, "2023/10/13 21:08:24", 16000015761, RIGHT, 2655.00, 24.00, 883.00, 9.04, 73.83
RIGHT, 19496331, "2023/10/13 21:09:53", 16000254148, LEFT, 4835.00, 41.00, 1673.00, 8.48, 77.12
RIGHT, 20023822, "2023/10/13 21:18:41", 16000254148, RIGHT, 7683.00, 64.00, 2577.00, 8.33, 79.78
RIGHT, 20068754, "2023/10/13 21:19:26", 16000015761, RIGHT, 8716.00, 70.00, 3063.00, 8.03, 80.76
RIGHT, 20078637, "2023/10/13 21:19:36", 1600030163, RIGHT, 5340.00, 44.00, 2399.00, 8.24, 66.84
RIGHT, 20361561, "2023/10/13 21:24:19", 16000015761, RIGHT, 7061.00, 55.00, 2392.00, 7.79, 84.89
RIGHT, 20792195, "2023/10/13 21:31:29", 16000254148, LEFT, 2580.00, 22.00, 820.00, 8.53, 80.00
RIGHT, 20842283, "2023/10/13 21:32:19", 16000015761, RIGHT, 6223.00, 51.00, 2216.00, 8.20, 78.57
RIGHT, 21047640, "2023/10/13 21:35:45", 16000015761, RIGHT, 4008.00, 35.00, 1406.00, 8.73, 74.34
RIGHT, 21625837, "2023/10/13 21:45:23", 16000015761, RIGHT, 11094.00, 81.00, 3596.00, 7.30, 92.57
RIGHT, 21685852, "2023/10/13 21:46:23", 1600037164, LEFT, 7308.00, 56.00, 2528.00, 7.66, 85.36
RIGHT, 21935361, "2023/10/13 21:50:33", 1600037164, LEFT, 6844.00, 55.00, 2509.00, 8.04, 78.82
RIGHT, 21988845, "2023/10/13 21:51:26", 1600037164, LEFT, 1010.00, 10.00, 424.00, 9.90, 58.60
RIGHT, 22345475, "2023/10/13 21:57:23", 16000219597, RIGHT, 13026.00, 70.00, 3104.00, 5.37, 141.74
RIGHT, 22423213, "2023/10/13 21:58:41", 16000015761, RIGHT, 8797.00, 67.00, 2914.00, 7.62, 87.81
RIGHT, 22665840, "2023/10/13 22:02:43", 1600037164, RIGHT, 8909.00, 68.00, 2962.00, 7.63, 87.46
RIGHT, 22887905, "2023/10/13 22:06:25", 16000219597, LEFT, 14737.00, 108.00, 4759.00, 7.33, 92.39
RIGHT, 22957268, "2023/10/13 22:07:35", 16000015761, LEFT, 5804.00, 47.00, 1959.00, 8.10, 81.81
RIGHT, 23256404, "2023/10/13 22:12:34", 16000219597, RIGHT, 7657.00, 56.00, 2287.00, 7.31, 95.89
RIGHT, 23339868, "2023/10/13 22:13:58", 16000219597, RIGHT, 12609.00, 96.00, 4383.00, 7.61, 85.69
RIGHT, 23367323, "2023/10/13 22:14:25", 1600030163, RIGHT, 3680.00, 31.00, 1526.00, 8.42, 69.48
RIGHT, 23484723, "2023/10/13 22:16:22", 1600030163, LEFT, 6506.00, 51.00, 2783.00, 7.84, 73.00
RIGHT, 23657788, "2023/10/13 22:19:16", 1600037164, LEFT, 12507.00, 97.00, 4587.00, 7.76, 81.65
RIGHT, 23805037, "2023/10/13 22:21:43", 16000219597, LEFT, 4431.00, 38.00, 1569.00, 8.58, 75.32
RIGHT, 23944645, "2023/10/13 22:24:02", 1600030163, LEFT, 6005.00, 49.00, 2607.00, 8.16, 69.35
RIGHT, 24047884, "2023/10/13 22:25:46", 16000219597, RIGHT, 7758.00, 58.00, 2406.00, 7.48, 92.28
RIGHT, 24070473, "2023/10/13 22:26:08", 1600037164, LEFT, 10365.00, 82.00, 3886.00, 7.91, 79.01
RIGHT, 24205472, "2023/10/13 22:28:23", 1600030163, RIGHT, 8263.00, 65.00, 3429.00, 7.87, 74.37
RIGHT, 24344649, "2023/10/13 22:30:43", 16000219597, RIGHT, 5552.00, 38.00, 1579.00, 6.84, 104.55
RIGHT, 24778665, "2023/10/13 22:37:57", 16000219597, RIGHT, 1560.00, 14.00, 491.00, 8.97, 76.36
RIGHT, 25150540, "2023/10/13 22:44:09", 16000219597, RIGHT, 6431.00, 49.00, 2039.00, 7.62, 89.63
RIGHT, 25272931, "2023/10/13 22:46:11", 1600037164, LEFT, 8732.00, 72.00, 3269.00, 8.25, 75.87
RIGHT, 25607047, "2023/10/13 22:51:45", 16000254148, LEFT, 5628.00, 46.00, 1831.00, 8.17, 82.54
RIGHT, 25664935, "2023/10/13 22:52:43", 16000219597, RIGHT, 11518.00, 90.00, 4108.00, 7.81, 82.33
RIGHT, 26052907, "2023/10/13 22:59:11", 16000254148, LEFT, 5657.00, 47.00, 1991.00, 8.31, 78.00
RIGHT, 26105428, "2023/10/13 23:00:04", 1600037164, RIGHT, 6529.00, 54.00, 2477.00, 8.27, 75.04
RIGHT, 26217474, "2023/10/13 23:01:56", 16000219597, RIGHT, 4589.00, 38.00, 1423.00, 8.28, 83.32
RIGHT, 26620011, "2023/10/13 23:08:38", 16000254148, RIGHT, 6643.00, 55.00, 2279.00, 8.28, 79.35
RIGHT, 26662045, "2023/10/13 23:09:20", 16000254148, RIGHT, 2690.00, 24.00, 995.00, 8.92, 70.62
RIGHT, 26729892, "2023/10/13 23:10:28", 1600037164, RIGHT, 6536.00, 53.00, 2382.00, 8.11, 78.38
RIGHT, 26777205, "2023/10/13 23:11:16", 1600037164, RIGHT, 2135.00, 18.00, 801.00, 8.43, 74.11
RIGHT, 26919832, "2023/10/13 23:13:38", 16000254148, RIGHT, 8404.00, 66.00, 3072.00, 7.85, 80.79
RIGHT, 26930018, "2023/10/13 23:13:48", 16000254148, RIGHT, 4563.00, 36.00, 1341.00, 7.89, 89.50
RIGHT, 27493032, "2023/10/13 23:23:12", 16000219597, RIGHT, 4951.00, 36.00, 1471.00, 7.27, 96.67
RIGHT, 29751385, "2023/10/14 0:00:50", 16000015761, LEFT, 7488.00, 61.00, 2654.00, 8.15, 79.25
RIGHT, 30098352, "2023/10/14 0:06:37", 16000254148, LEFT, 1099.00, 11.00, 420.00, 10.01, 61.73
RIGHT, 30156761, "2023/10/14 0:07:36", 16000254148, RIGHT, 3937.00, 34.00, 1354.00, 8.64, 75.97
RIGHT, 30477616, "2023/10/14 0:12:57", 16000254148, RIGHT, 7060.00, 58.00, 2608.00, 8.22, 76.76
RIGHT, 30617605, "2023/10/14 0:15:17", 16000254148, LEFT, 5335.00, 45.00, 1883.00, 8.43, 76.71
RIGHT, 30623134, "2023/10/14 0:15:22", 16000254148, LEFT, 3002.00, 25.00, 1067.00, 8.33, 77.40
RIGHT, 30757039, "2023/10/14 0:17:36", 16000015761, RIGHT, 8054.00, 64.00, 3095.00, 7.95, 77.48
RIGHT, 30763422, "2023/10/14 0:17:43", 16000254148, RIGHT, 1963.00, 19.00, 730.00, 9.68, 64.89
RIGHT, 30894839, "2023/10/14 0:19:54", 16000254148, RIGHT, 878.00, 7.00, 243.00, 7.97, 90.71
RIGHT, 31042122, "2023/10/14 0:22:21", 16000015761, RIGHT, 6566.00, 52.00, 2202.00, 7.92, 83.92
RIGHT, 31086251, "2023/10/14 0:23:05", 16000254148, RIGHT, 4396.00, 35.00, 1333.00, 7.96, 87.51
RIGHT, 31466747, "2023/10/14 0:29:26", 16000015761, RIGHT, 13318.00, 94.00, 4190.00, 7.06, 97.11
RIGHT, 31736450, "2023/10/14 0:33:56", 16000254148, LEFT, 6682.00, 56.00, 2324.00, 8.38, 77.82
RIGHT, 31750644, "2023/10/14 0:34:10", 16000254148, LEFT, 1313.00, 13.00, 503.00, 9.90, 62.31
RIGHT, 32866403, "2023/10/14 0:52:46", 1600030163, RIGHT, 9377.00, 71.00, 3780.00, 7.57, 78.83
RIGHT, 34886439, "2023/10/14 1:26:26", 1600037164, RIGHT, 8842.00, 69.00, 3078.00, 7.80, 83.54
RIGHT, 35254541, "2023/10/14 1:32:35", 1600037164, RIGHT, 9185.00, 74.00, 3402.00, 8.06, 78.15
RIGHT, 35265661, "2023/10/14 1:32:46", 16000219597, LEFT, 13583.00, 98.00, 4632.00, 7.21, 91.34
RIGHT, 39230107, "2023/10/14 2:38:51", 16000254148, LEFT, 7802.00, 58.00, 2630.00, 7.43, 89.17
RIGHT, 40767934, "2023/10/14 3:04:29", 16000015761, LEFT, 8516.00, 66.00, 2775.00, 7.75, 86.98
RIGHT, 40774088, "2023/10/14 3:04:35", 16000015761, LEFT, 4608.00, 35.00, 1664.00, 7.60, 84.11
RIGHT, 40790959, "2023/10/14 3:04:52", 1600037164, LEFT, 8079.00, 60.00, 2703.00, 7.43, 89.60
RIGHT, 40856404, "2023/10/14 3:05:58", 1600037164, LEFT, 5828.00, 43.00, 1969.00, 7.38, 89.74
RIGHT, 40858669, "2023/10/14 3:06:00", 1600037164, LEFT, 1020.00, 9.00, 376.00, 8.82, 71.56
RIGHT, 40891705, "2023/10/14 3:06:33", 16000219597, LEFT, 16876.00, 124.00, 6456.00, 7.35, 84.03
RIGHT, 42494701, "2023/10/14 3:33:16", 1600037164, LEFT, 11871.00, 90.00, 4078.00, 7.58, 86.59
RIGHT, 42601647, "2023/10/14 3:35:03", 1600030163, LEFT, 2543.00, 23.00, 948.00, 9.04, 69.35
RIGHT, 42739693, "2023/10/14 3:37:21", 1600030163, LEFT, 5970.00, 46.00, 2286.00, 7.71, 80.09
RIGHT, 42993589, "2023/10/14 3:41:35", 1600037164, LEFT, 8999.00, 72.00, 3371.00, 8.00, 78.17
RIGHT, 43046128, "2023/10/14 3:42:28", 16000254148, LEFT, 15962.00, 110.00, 5004.00, 6.89, 99.62
RIGHT, 43320232, "2023/10/14 3:47:02", 1600030163, LEFT, 9644.00, 68.00, 3452.00, 7.05, 91.06
RIGHT, 43451070, "2023/10/14 3:49:13", 1600037164, RIGHT, 9816.00, 73.00, 3304.00, 7.44, 89.21
RIGHT, 43491854, "2023/10/14 3:49:54", 1600030163, LEFT, 8655.00, 71.00, 3822.00, 8.20, 68.07
RIGHT, 43578978, "2023/10/14 3:51:21", 1600030163, RIGHT, 3720.00, 32.00, 1578.00, 8.60, 66.94
RIGHT, 43650471, "2023/10/14 3:52:32", 16000219597, RIGHT, 18114.00, 108.00, 4906.00, 5.96, 122.30
RIGHT, 43652048, "2023/10/14 3:52:34", 16000015761, LEFT, 11697.00, 82.00, 3650.00, 7.01, 98.13
RIGHT, 43656137, "2023/10/14 3:52:38", 16000015761, LEFT, 2584.00, 19.00, 843.00, 7.35, 91.63
RIGHT, 43956535, "2023/10/14 3:57:38", 1600037164, RIGHT, 10169.00, 82.00, 3748.00, 8.06, 78.30
RIGHT, 44078065, "2023/10/14 3:59:40", 1600030163, RIGHT, 3442.00, 30.00, 1431.00, 8.72, 67.03
RIGHT, 44184560, "2023/10/14 4:01:26", 16000015761, RIGHT, 8231.00, 54.00, 2233.00, 6.56, 111.07
RIGHT, 44547539, "2023/10/14 4:07:29", 16000015761, LEFT, 7701.00, 61.00, 2674.00, 7.92, 82.41
RIGHT, 44589977, "2023/10/14 4:08:12", 1600037164, LEFT, 10795.00, 80.00, 3589.00, 7.41, 90.07
RIGHT, 44768008, "2023/10/14 4:11:10", 16000219597, RIGHT, 15448.00, 108.00, 4818.00, 6.99, 98.43
RIGHT, 44869594, "2023/10/14 4:12:52", 16000015761, RIGHT, 6269.00, 49.00, 2059.00, 7.82, 85.92
RIGHT, 45292832, "2023/10/14 4:19:55", 1600030163, RIGHT, 6703.00, 55.00, 2765.00, 8.21, 71.60
RIGHT, 45335997, "2023/10/14 4:20:38", 16000254148, LEFT, 9760.00, 73.00, 3155.00, 7.48, 90.48
RIGHT, 45355381, "2023/10/14 4:20:57", 16000219597, RIGHT, 15712.00, 106.00, 4606.00, 6.75, 104.77
RIGHT, 45583992, "2023/10/14 4:24:46", 16000015761, LEFT, 5901.00, 51.00, 2236.00, 8.64, 71.86
RIGHT, 45888240, "2023/10/14 4:29:50", 1600037164, RIGHT, 12437.00, 99.00, 4553.00, 7.96, 79.64
RIGHT, 46117202, "2023/10/14 4:33:39", 1600030163, LEFT, 9715.00, 77.00, 3698.00, 7.93, 78.14
RIGHT, 46237059, "2023/10/14 4:35:39", 16000219597, RIGHT, 13047.00, 96.00, 4465.00, 7.36, 89.40
RIGHT, 46304192, "2023/10/14 4:36:46", 16000015761, RIGHT, 9509.00, 74.00, 3198.00, 7.78, 85.28
RIGHT, 46513170, "2023/10/14 4:40:15", 16000219597, RIGHT, 6068.00, 49.00, 1910.00, 8.08, 84.86
RIGHT, 46566443, "2023/10/14 4:41:09", 16000015761, RIGHT, 7031.00, 58.00, 2679.00, 8.25, 75.03
RIGHT, 46641801, "2023/10/14 4:42:24", 1600030163, RIGHT, 8615.00, 72.00, 3815.00, 8.36, 66.67
RIGHT, 46655374, "2023/10/14 4:42:38", 16000254148, RIGHT, 5309.00, 44.00, 1969.00, 8.29, 75.91
RIGHT, 46673881, "2023/10/14 4:42:56", 16000254148, RIGHT, 2967.00, 24.00, 900.00, 8.09, 86.12
RIGHT, 46801988, "2023/10/14 4:45:04", 1600030163, RIGHT, 5358.00, 45.00, 2195.00, 8.40, 70.29
RIGHT, 46931674, "2023/10/14 4:47:14", 16000254148, RIGHT, 11844.00, 85.00, 3473.00, 7.18, 98.48
RIGHT, 46987082, "2023/10/14 4:48:10", 1600037164, RIGHT, 8474.00, 65.00, 2871.00, 7.67, 86.20
RIGHT, 47011245, "2023/10/14 4:48:34", 16000015761, RIGHT, 4982.00, 42.00, 1807.00, 8.43, 75.60
RIGHT, 47269705, "2023/10/14 4:52:52", 16000219597, LEFT, 3124.00, 24.00, 872.00, 7.68, 93.83
RIGHT, 47284685, "2023/10/14 4:53:07", 16000219597, LEFT, 1565.00, 13.00, 468.00, 8.31, 84.38
RIGHT, 47410037, "2023/10/14 4:55:13", 1600030163, RIGHT, 10796.00, 85.00, 4737.00, 7.87, 71.28
RIGHT, 47462436, "2023/10/14 4:56:05", 16000254148, RIGHT, 4401.00, 39.00, 1533.00, 8.86, 73.54
RIGHT, 47469189, "2023/10/14 4:56:12", 16000254148, RIGHT, 1771.00, 16.00, 569.00, 9.03, 75.12
RIGHT, 47534499, "2023/10/14 4:57:17", 1600037164, RIGHT, 12466.00, 90.00, 4175.00, 7.22, 92.12
RIGHT, 47992631, "2023/10/14 5:04:55", 16000254148, RIGHT, 6456.00, 56.00, 2625.00, 8.67, 68.41
RIGHT, 48107106, "2023/10/14 5:06:50", 16000254148, RIGHT, 6188.00, 54.00, 2048.00, 8.73, 76.67
